"GEOID","STATE_FIPS_CODE","COUNTY_FIPS_CODE","COMPOUND","YEAR","State","County.Name","ANSI.class","KG_EPhigh","KG_EPlow","USPS","ANSICODE","NAME","POP10","HU10","ALAND","AWATER","ALAND_SQMI","AWATER_SQMI","INTPTLAT","INTPTLONG","density_low","density_high"
"39001",39,1,"IMIDACLOPRID",2007,"OH","Adams County","H1",35.3,17.7,"OH",1074014,"Adams County",28550,12978,1512208946,6165954,583.867,2.381,38.841681,-83.474173,0.0303151231359197,0.0604589743897155
"39001",39,1,"IMIDACLOPRID",2008,"OH","Adams County","H1",35.6,21.6,"OH",1074014,"Adams County",28550,12978,1512208946,6165954,583.867,2.381,38.841681,-83.474173,0.0369947265387494,0.060972790036087
"39001",39,1,"IMIDACLOPRID",2009,"OH","Adams County","H1",19,15.9,"OH",1074014,"Adams County",28550,12978,1512208946,6165954,583.867,2.381,38.841681,-83.474173,0.0272322292576905,0.0325416576035296
"39001",39,1,"THIAMETHOXAM",2002,"OH","Adams County","H1",0.4,0.4,"OH",1074014,"Adams County",28550,12978,1512208946,6165954,583.867,2.381,38.841681,-83.474173,0.000685087528495359,0.000685087528495359
"39001",39,1,"THIAMETHOXAM",2003,"OH","Adams County","H1",0.4,0.4,"OH",1074014,"Adams County",28550,12978,1512208946,6165954,583.867,2.381,38.841681,-83.474173,0.000685087528495359,0.000685087528495359
"39001",39,1,"THIAMETHOXAM",2004,"OH","Adams County","H1",6.2,NA,"OH",1074014,"Adams County",28550,12978,1512208946,6165954,583.867,2.381,38.841681,-83.474173,NA,0.0106188566916781
"39001",39,1,"THIAMETHOXAM",2005,"OH","Adams County","H1",5.7,5.7,"OH",1074014,"Adams County",28550,12978,1512208946,6165954,583.867,2.381,38.841681,-83.474173,0.00976249728105887,0.00976249728105887
"39001",39,1,"THIAMETHOXAM",2006,"OH","Adams County","H1",29.8,18.5,"OH",1074014,"Adams County",28550,12978,1512208946,6165954,583.867,2.381,38.841681,-83.474173,0.0316852981929104,0.0510390208729043
"39001",39,1,"THIAMETHOXAM",2007,"OH","Adams County","H1",45.4,5.9,"OH",1074014,"Adams County",28550,12978,1512208946,6165954,583.867,2.381,38.841681,-83.474173,0.0101050410453066,0.0777574344842233
"39001",39,1,"THIAMETHOXAM",2008,"OH","Adams County","H1",34.7,34.2,"OH",1074014,"Adams County",28550,12978,1512208946,6165954,583.867,2.381,38.841681,-83.474173,0.0585749836863532,0.0594313430969724
"39001",39,1,"THIAMETHOXAM",2009,"OH","Adams County","H1",99,98.4,"OH",1074014,"Adams County",28550,12978,1512208946,6165954,583.867,2.381,38.841681,-83.474173,0.168531532009858,0.169559163302601
"39003",39,3,"ACETAMIPRID",2003,"OH","Allen County","H1",0.1,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.000248449674034028
"39003",39,3,"ACETAMIPRID",2004,"OH","Allen County","H1",0.1,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.000248449674034028
"39003",39,3,"ACETAMIPRID",2005,"OH","Allen County","H1",0.8,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.00198759739227222
"39003",39,3,"ACETAMIPRID",2006,"OH","Allen County","H1",0.2,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.000496899348068055
"39003",39,3,"ACETAMIPRID",2007,"OH","Allen County","H1",0.3,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.000745349022102083
"39003",39,3,"ACETAMIPRID",2008,"OH","Allen County","H1",0.1,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.000248449674034028
"39003",39,3,"ACETAMIPRID",2009,"OH","Allen County","H1",0.3,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.000745349022102083
"39003",39,3,"CLOTHIANIDIN",2004,"OH","Allen County","H1",59.1,59.1,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.14683375735411,0.14683375735411
"39003",39,3,"CLOTHIANIDIN",2005,"OH","Allen County","H1",168.9,168.9,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.419631499443473,0.419631499443473
"39003",39,3,"CLOTHIANIDIN",2006,"OH","Allen County","H1",237.5,237.5,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.590067975830816,0.590067975830816
"39003",39,3,"CLOTHIANIDIN",2007,"OH","Allen County","H1",256.7,256.7,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.637770313245349,0.637770313245349
"39003",39,3,"CLOTHIANIDIN",2008,"OH","Allen County","H1",328.7,328.7,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.816654078549849,0.816654078549849
"39003",39,3,"CLOTHIANIDIN",2009,"OH","Allen County","H1",625.9,625.9,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,1.55504650977898,1.55504650977898
"39003",39,3,"IMIDACLOPRID",1995,"OH","Allen County","H1",1.4,0.3,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.000745349022102083,0.00347829543647639
"39003",39,3,"IMIDACLOPRID",1996,"OH","Allen County","H1",0.4,0.4,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.000993798696136111,0.000993798696136111
"39003",39,3,"IMIDACLOPRID",1997,"OH","Allen County","H1",0.2,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.000496899348068055
"39003",39,3,"IMIDACLOPRID",1999,"OH","Allen County","H1",0.1,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.000248449674034028
"39003",39,3,"IMIDACLOPRID",2000,"OH","Allen County","H1",0.2,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.000496899348068055
"39003",39,3,"IMIDACLOPRID",2001,"OH","Allen County","H1",0.5,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.00124224837017014
"39003",39,3,"IMIDACLOPRID",2003,"OH","Allen County","H1",0.1,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.000248449674034028
"39003",39,3,"IMIDACLOPRID",2004,"OH","Allen County","H1",84.8,0.1,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.000248449674034028,0.210685323580855
"39003",39,3,"IMIDACLOPRID",2005,"OH","Allen County","H1",12,11.8,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.0293170615360153,0.0298139608840833
"39003",39,3,"IMIDACLOPRID",2006,"OH","Allen County","H1",53.1,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.131926776912069
"39003",39,3,"IMIDACLOPRID",2007,"OH","Allen County","H1",105.5,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.262114406105899
"39003",39,3,"IMIDACLOPRID",2008,"OH","Allen County","H1",28.4,28.2,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.0700628080775958,0.0705597074256639
"39003",39,3,"IMIDACLOPRID",2009,"OH","Allen County","H1",158.9,158.6,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.394041183017968,0.39478653204007
"39003",39,3,"THIACLOPRID",2004,"OH","Allen County","H1",0.3,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.000745349022102083
"39003",39,3,"THIACLOPRID",2006,"OH","Allen County","H1",0.3,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.000745349022102083
"39003",39,3,"THIACLOPRID",2007,"OH","Allen County","H1",0.3,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.000745349022102083
"39003",39,3,"THIACLOPRID",2008,"OH","Allen County","H1",0.4,0.4,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.000993798696136111,0.000993798696136111
"39003",39,3,"THIACLOPRID",2009,"OH","Allen County","H1",0.1,NA,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,NA,0.000248449674034028
"39003",39,3,"THIAMETHOXAM",2004,"OH","Allen County","H1",5.7,5.6,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.0139131817459055,0.0141616314199396
"39003",39,3,"THIAMETHOXAM",2005,"OH","Allen County","H1",68.2,68.2,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.169442677691207,0.169442677691207
"39003",39,3,"THIAMETHOXAM",2006,"OH","Allen County","H1",224.3,224.2,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.55702416918429,0.557272618858324
"39003",39,3,"THIAMETHOXAM",2007,"OH","Allen County","H1",198.4,198.3,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.492675703609477,0.492924153283511
"39003",39,3,"THIAMETHOXAM",2008,"OH","Allen County","H1",312.9,312.9,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.777399030052473,0.777399030052473
"39003",39,3,"THIAMETHOXAM",2009,"OH","Allen County","H1",310.2,310.2,"OH",1074015,"Allen County",106331,44999,1042458893,11275149,402.496,4.353,40.771528,-84.106546,0.770690888853554,0.770690888853554
"39005",39,5,"ACETAMIPRID",2003,"OH","Ashland County","H1",0.9,NA,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,NA,0.00212791110060291
"39005",39,5,"ACETAMIPRID",2004,"OH","Ashland County","H1",0.2,0.2,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.000472869133467313,0.000472869133467313
"39005",39,5,"ACETAMIPRID",2005,"OH","Ashland County","H1",8.8,8.8,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.0208062418725618,0.0208062418725618
"39005",39,5,"ACETAMIPRID",2006,"OH","Ashland County","H1",1.7,1.7,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.00401938763447216,0.00401938763447216
"39005",39,5,"ACETAMIPRID",2007,"OH","Ashland County","H1",2.8,2.8,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.00662016786854238,0.00662016786854238
"39005",39,5,"ACETAMIPRID",2008,"OH","Ashland County","H1",0.6,0.6,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.00141860740040194,0.00141860740040194
"39005",39,5,"ACETAMIPRID",2009,"OH","Ashland County","H1",6.2,6.2,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.0146589431374867,0.0146589431374867
"39005",39,5,"CLOTHIANIDIN",2004,"OH","Ashland County","H1",5.8,5.8,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.0137132048705521,0.0137132048705521
"39005",39,5,"CLOTHIANIDIN",2005,"OH","Ashland County","H1",125.9,125.9,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.297671119517673,0.297671119517673
"39005",39,5,"CLOTHIANIDIN",2006,"OH","Ashland County","H1",73.5,73.5,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.173779406549238,0.173779406549238
"39005",39,5,"CLOTHIANIDIN",2007,"OH","Ashland County","H1",73.6,73.6,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.174015841115971,0.174015841115971
"39005",39,5,"CLOTHIANIDIN",2008,"OH","Ashland County","H1",137.8,137.8,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.325806832958979,0.325806832958979
"39005",39,5,"CLOTHIANIDIN",2009,"OH","Ashland County","H1",269.4,269.4,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.63695472278047,0.63695472278047
"39005",39,5,"IMIDACLOPRID",1995,"OH","Ashland County","H1",69.6,66.6,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.157465421444615,0.164558458446625
"39005",39,5,"IMIDACLOPRID",1996,"OH","Ashland County","H1",3.9,1.7,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.00401938763447216,0.0092209481026126
"39005",39,5,"IMIDACLOPRID",1997,"OH","Ashland County","H1",2.1,NA,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,NA,0.00496512590140679
"39005",39,5,"IMIDACLOPRID",1998,"OH","Ashland County","H1",0.3,0.3,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.000709303700200969,0.000709303700200969
"39005",39,5,"IMIDACLOPRID",1999,"OH","Ashland County","H1",2.6,0.8,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.00189147653386925,0.00614729873507507
"39005",39,5,"IMIDACLOPRID",2000,"OH","Ashland County","H1",26.3,25.9,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.061236552784017,0.0621822910509517
"39005",39,5,"IMIDACLOPRID",2001,"OH","Ashland County","H1",5.5,4.8,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.0113488592032155,0.0130039011703511
"39005",39,5,"IMIDACLOPRID",2002,"OH","Ashland County","H1",16.7,8.2,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.0193876344721598,0.0394845726445206
"39005",39,5,"IMIDACLOPRID",2003,"OH","Ashland County","H1",1.5,1.2,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.00283721480080388,0.00354651850100485
"39005",39,5,"IMIDACLOPRID",2004,"OH","Ashland County","H1",76.4,76.4,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.180636008984514,0.180636008984514
"39005",39,5,"IMIDACLOPRID",2005,"OH","Ashland County","H1",24.7,1,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.00236434566733656,0.0583993379832131
"39005",39,5,"IMIDACLOPRID",2006,"OH","Ashland County","H1",33.8,33.7,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.0796784489892422,0.0799148835559759
"39005",39,5,"IMIDACLOPRID",2007,"OH","Ashland County","H1",21.7,0.5,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.00118217283366828,0.0513063009812035
"39005",39,5,"IMIDACLOPRID",2008,"OH","Ashland County","H1",14.8,2.4,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.00567442960160775,0.0349923158765812
"39005",39,5,"IMIDACLOPRID",2009,"OH","Ashland County","H1",94.5,93.2,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.220357016195768,0.223430665563305
"39005",39,5,"THIACLOPRID",2004,"OH","Ashland County","H1",4.9,NA,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,NA,0.0115852937699492
"39005",39,5,"THIACLOPRID",2005,"OH","Ashland County","H1",2.3,NA,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,NA,0.0054379950348741
"39005",39,5,"THIACLOPRID",2006,"OH","Ashland County","H1",1.1,1.1,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.00260078023407022,0.00260078023407022
"39005",39,5,"THIACLOPRID",2007,"OH","Ashland County","H1",2.2,2.2,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.00520156046814044,0.00520156046814044
"39005",39,5,"THIACLOPRID",2008,"OH","Ashland County","H1",2.7,NA,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,NA,0.00638373330180872
"39005",39,5,"THIACLOPRID",2009,"OH","Ashland County","H1",1.2,NA,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,NA,0.00283721480080388
"39005",39,5,"THIAMETHOXAM",2002,"OH","Ashland County","H1",1.2,NA,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,NA,0.00283721480080388
"39005",39,5,"THIAMETHOXAM",2003,"OH","Ashland County","H1",1.5,NA,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,NA,0.00354651850100485
"39005",39,5,"THIAMETHOXAM",2004,"OH","Ashland County","H1",24.5,24,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.0567442960160775,0.0579264688497458
"39005",39,5,"THIAMETHOXAM",2005,"OH","Ashland County","H1",56.2,55.7,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.131694053670647,0.132876226504315
"39005",39,5,"THIAMETHOXAM",2006,"OH","Ashland County","H1",36,35.5,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.0839342711904481,0.0851164440241163
"39005",39,5,"THIAMETHOXAM",2007,"OH","Ashland County","H1",37.1,36.5,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.0862986168577846,0.0877172242581866
"39005",39,5,"THIAMETHOXAM",2008,"OH","Ashland County","H1",151.6,151.2,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.357489064901289,0.358434803168223
"39005",39,5,"THIAMETHOXAM",2009,"OH","Ashland County","H1",221.8,206.7,"OH",1074016,"Ashland County",53139,22141,1095434931,9969455,422.95,3.849,40.843274,-82.270121,0.488710249438468,0.52441186901525
"39007",39,7,"ACETAMIPRID",2003,"OH","Ashtabula County","H1",1.6,NA,"OH",1074017,"Ashtabula County",101497,46099,1817993244,1724857052,701.931,665.971,41.906644,-80.745641,NA,0.00227942632537956
"39007",39,7,"ACETAMIPRID",2004,"OH","Ashtabula County","H1",0.5,NA,"OH",1074017,"Ashtabula County",101497,46099,1817993244,1724857052,701.931,665.971,41.906644,-80.745641,NA,0.000712320726681113
"39007",39,7,"ACETAMIPRID",2005,"OH","Ashtabula County","H1",20.4,NA,"OH",1074017,"Ashtabula County",101497,46099,1817993244,1724857052,701.931,665.971,41.906644,-80.745641,NA,0.0290626856485894
"39007",39,7,"ACETAMIPRID",2006,"OH","Ashtabula County","H1",4.8,NA,"OH",1074017,"Ashtabula County",101497,46099,1817993244,1724857052,701.931,665.971,41.906644,-80.745641,NA,0.00683827897613868
"39007",39,7,"ACETAMIPRID",2007,"OH","Ashtabula County","H1",2.7,2.7,"OH",1074017,"Ashtabula County",101497,46099,1817993244,1724857052,701.931,665.971,41.906644,-80.745641,0.00384653192407801,0.00384653192407801
"39007",39,7,"ACETAMIPRID",2008,"OH","Ashtabula County","H1",2.6,NA,"OH",1074017,"Ashtabula County",101497,46099,1817993244,1724857052,701.931,665.971,41.906644,-80.745641,NA,0.00370406777874179
"39007",39,7,"ACETAMIPRID",2009,"OH","Ashtabula County","H1",1.3,1.3,"OH",1074017,"Ashtabula County",101497,46099,1817993244,1724857052,701.931,665.971,41.906644,-80.745641,0.00185203388937089,0.00185203388937089
"39007",39,7,"CLOTHIANIDIN",2004,"OH","Ashtabula County","H1",35.9,35.9,"OH",1074017,"Ashtabula County",101497,46099,1817993244,1724857052,701.931,665.971,41.906644,-80.745641,0.0511446281757039,0.0511446281757039
"39007",39,7,"CLOTHIANIDIN",2005,"OH","Ashtabula County","H1",26.5,26.5,"OH",1074017,"Ashtabula County",101497,46099,1817993244,1724857052,701.931,665.971,41.906644,-80.745641,0.037752998514099,0.037752998514099
"39007",39,7,"CLOTHIANIDIN",2006,"OH","Ashtabula County","H1",81.8,81.8,"OH",1074017,"Ashtabula County",101497,46099,1817993244,1724857052,701.931,665.971,41.906644,-80.745641,0.11653567088503,0.11653567088503
"39007",39,7,"CLOTHIANIDIN",2007,"OH","Ashtabula County","H1",37.2,37.2,"OH",1074017,"Ashtabula County",101497,46099,1817993244,1724857052,701.931,665.971,41.906644,-80.745641,0.0529966620650748,0.0529966620650748
"39007",39,7,"CLOTHIANIDIN",2008,"OH","Ashtabula County","H1",51.3,51.3,"OH",1074017,"Ashtabula County",101497,46099,1817993244,1724857052,701.931,665.971,41.906644,-80.745641,0.0730841065574821,0.0730841065574821
