"","GEOID","reclass","YEAR","pix"
"153","18003","1",2004,19422.2
"154","18003","1",2005,19479.6
"155","18003","1",2006,19537
"156","18003","1",2007,19579.2
"157","18003","1",2008,19621.4
"158","18003","1",2009,19663.6
"159","18003","1",2010,19705.8
"160","18003","1",2011,19748
"161","18003","2",1992,424339
"162","18003","2",1993,426316.555555556
"163","18003","2",1994,428294.111111111
"164","18003","2",1995,430271.666666667
"165","18003","2",1996,432249.222222222
"166","18003","2",1997,434226.777777778
"167","18003","2",1998,436204.333333333
"168","18003","2",1999,438181.888888889
"169","18003","2",2000,440159.444444444
"170","18003","2",2001,442137
"171","18003","2",2002,447069
"172","18003","2",2003,452001
"173","18003","2",2004,456933
"174","18003","2",2005,461865
"175","18003","2",2006,466797
"176","18003","2",2007,468472.6
"177","18003","2",2008,470148.2
"178","18003","2",2009,471823.8
"179","18003","2",2010,473499.4
"180","18003","2",2011,475175
"181","18003","3",1992,3386
"182","18003","3",1993,3388.66666666667
"183","18003","3",1994,3391.33333333333
"184","18003","3",1995,3394
"185","18003","3",1996,3396.66666666667
"186","18003","3",1997,3399.33333333333
"187","18003","3",1998,3402
"188","18003","3",1999,3404.66666666667
"189","18003","3",2000,3407.33333333333
"190","18003","3",2001,3410
"191","18003","3",2002,3611.4
"192","18003","3",2003,3812.8
"193","18003","3",2004,4014.2
"194","18003","3",2005,4215.6
"195","18003","3",2006,4417
"196","18003","3",2007,4405.4
"197","18003","3",2008,4393.8
"198","18003","3",2009,4382.2
"199","18003","3",2010,4370.6
"200","18003","3",2011,4359
"201","18003","4",1992,153537
"202","18003","4",1993,153555.666666667
"203","18003","4",1994,153574.333333333
"204","18003","4",1995,153593
"205","18003","4",1996,153611.666666667
"206","18003","4",1997,153630.333333333
"207","18003","4",1998,153649
"208","18003","4",1999,153667.666666667
"209","18003","4",2000,153686.333333333
"210","18003","4",2001,153705
"211","18003","4",2002,153134
"212","18003","4",2003,152563
"213","18003","4",2004,151992
"214","18003","4",2005,151421
"215","18003","4",2006,150850
"216","18003","4",2007,150696.8
"217","18003","4",2008,150543.6
"218","18003","4",2009,150390.4
"219","18003","4",2010,150237.2
"220","18003","4",2011,150084
"221","18003","5",1992,20113
"222","18003","5",1993,20235.3333333333
"223","18003","5",1994,20357.6666666667
"224","18003","5",1995,20480
"225","18003","5",1996,20602.3333333333
"226","18003","5",1997,20724.6666666667
"227","18003","5",1998,20847
"228","18003","5",1999,20969.3333333333
"229","18003","5",2000,21091.6666666667
"230","18003","5",2001,21214
"231","18003","5",2002,21122.6
"232","18003","5",2003,21031.2
"233","18003","5",2004,20939.8
"234","18003","5",2005,20848.4
"235","18003","5",2006,20757
"236","18003","5",2007,20710.6
"237","18003","5",2008,20664.2
"238","18003","5",2009,20617.8
"239","18003","5",2010,20571.4
"240","18003","5",2011,20525
"241","18003","6",1992,1258386
"242","18003","6",1993,1255791.44444444
"243","18003","6",1994,1253196.88888889
"244","18003","6",1995,1250602.33333333
"245","18003","6",1996,1248007.77777778
"246","18003","6",1997,1245413.22222222
"247","18003","6",1998,1242818.66666667
"248","18003","6",1999,1240224.11111111
"249","18003","6",2000,1237629.55555556
"250","18003","6",2001,1235035
"251","18003","6",2002,1230590
"252","18003","6",2003,1226145
"253","18003","6",2004,1221700
"254","18003","6",2005,1217255
"255","18003","6",2006,1212810
"256","18003","6",2007,1211313.2
"257","18003","6",2008,1209816.4
"258","18003","6",2009,1208319.6
"259","18003","6",2010,1206822.8
"260","18003","6",2011,1205326
"261","18003","7",1992,23986
"262","18003","7",1993,24059
"263","18003","7",1994,24132
"264","18003","7",1995,24205
"265","18003","7",1996,24278
"266","18003","7",1997,24351
"267","18003","7",1998,24424
"268","18003","7",1999,24497
"269","18003","7",2000,24570
"270","18003","7",2001,24643
"271","18003","7",2002,24559.6
"272","18003","7",2003,24476.2
"273","18003","7",2004,24392.8
"274","18003","7",2005,24309.4
"275","18003","7",2006,24226
"276","18003","7",2007,24216.2
"277","18003","7",2008,24206.4
"278","18003","7",2009,24196.6
"279","18003","7",2010,24186.8
"280","18003","7",2011,24177
"281","18029","1",1992,8381
"282","18029","1",1993,8395.55555555555
"283","18029","1",1994,8410.11111111111
"284","18029","1",1995,8424.66666666667
"285","18029","1",1996,8439.22222222222
"286","18029","1",1997,8453.77777777778
"287","18029","1",1998,8468.33333333333
"288","18029","1",1999,8482.88888888889
"289","18029","1",2000,8497.44444444445
"290","18029","1",2001,8512
"291","18029","1",2002,8523.8
"292","18029","1",2003,8535.6
"293","18029","1",2004,8547.4
"294","18029","1",2005,8559.2
"295","18029","1",2006,8571
"296","18029","1",2007,8554.8
"297","18029","1",2008,8538.6
"298","18029","1",2009,8522.4
"299","18029","1",2010,8506.2
"300","18029","1",2011,8490
"301","18029","2",1992,74616
"302","18029","2",1993,74782
"303","18029","2",1994,74948
"304","18029","2",1995,75114
"305","18029","2",1996,75280
"306","18029","2",1997,75446
"307","18029","2",1998,75612
"308","18029","2",1999,75778
"309","18029","2",2000,75944
"310","18029","2",2001,76110
"311","18029","2",2002,76447.2
"312","18029","2",2003,76784.4
"313","18029","2",2004,77121.6
"314","18029","2",2005,77458.8
"315","18029","2",2006,77796
"316","18029","2",2007,78059.8
"317","18029","2",2008,78323.6
"318","18029","2",2009,78587.4
"319","18029","2",2010,78851.2
"320","18029","2",2011,79115
"321","18029","3",1992,131
"322","18029","3",1993,151.555555555556
"323","18029","3",1994,172.111111111111
"324","18029","3",1995,192.666666666667
"325","18029","3",1996,213.222222222222
"326","18029","3",1997,233.777777777778
"327","18029","3",1998,254.333333333333
"328","18029","3",1999,274.888888888889
"329","18029","3",2000,295.444444444444
"330","18029","3",2001,316
"331","18029","3",2002,314
"332","18029","3",2003,312
"333","18029","3",2004,310
"334","18029","3",2005,308
"335","18029","3",2006,306
"336","18029","3",2007,330.2
"337","18029","3",2008,354.4
"338","18029","3",2009,378.6
"339","18029","3",2010,402.8
"340","18029","3",2011,427
"341","18029","4",1992,486817
"342","18029","4",1993,486138.444444444
"343","18029","4",1994,485459.888888889
"344","18029","4",1995,484781.333333333
"345","18029","4",1996,484102.777777778
"346","18029","4",1997,483424.222222222
"347","18029","4",1998,482745.666666667
"348","18029","4",1999,482067.111111111
"349","18029","4",2000,481388.555555556
"350","18029","4",2001,480710
"351","18029","4",2002,480606.6
"352","18029","4",2003,480503.2
"353","18029","4",2004,480399.8
"354","18029","4",2005,480296.4
"355","18029","4",2006,480193
"356","18029","4",2007,479987.8
"357","18029","4",2008,479782.6
"358","18029","4",2009,479577.4
"359","18029","4",2010,479372.2
"360","18029","4",2011,479167
"361","18029","5",1992,28827
"362","18029","5",1993,28996
"363","18029","5",1994,29165
"364","18029","5",1995,29334
"365","18029","5",1996,29503
"366","18029","5",1997,29672
"367","18029","5",1998,29841
"368","18029","5",1999,30010
"369","18029","5",2000,30179
"370","18029","5",2001,30348
"371","18029","5",2002,30340.2
"372","18029","5",2003,30332.4
"373","18029","5",2004,30324.6
"374","18029","5",2005,30316.8
"375","18029","5",2006,30309
"376","18029","5",2007,30347.4
"377","18029","5",2008,30385.8
"378","18029","5",2009,30424.2
"379","18029","5",2010,30462.6
"380","18029","5",2011,30501
"381","18029","6",1992,283735
"382","18029","6",1993,284027.111111111
"383","18029","6",1994,284319.222222222
"384","18029","6",1995,284611.333333333
"385","18029","6",1996,284903.444444444
"386","18029","6",1997,285195.555555556
"387","18029","6",1998,285487.666666667
"388","18029","6",1999,285779.777777778
"389","18029","6",2000,286071.888888889
"390","18029","6",2001,286364
"391","18029","6",2002,286129.6
"392","18029","6",2003,285895.2
"393","18029","6",2004,285660.8
"394","18029","6",2005,285426.4
"395","18029","6",2006,285192
"396","18029","6",2007,285030.4
"397","18029","6",2008,284868.8
"398","18029","6",2009,284707.2
"399","18029","6",2010,284545.6
"400","18029","6",2011,284384
"401","18029","7",1992,2130
"402","18029","7",1993,2146.33333333333
"403","18029","7",1994,2162.66666666667
"404","18029","7",1995,2179
"405","18029","7",1996,2195.33333333333
"406","18029","7",1997,2211.66666666667
"407","18029","7",1998,2228
"408","18029","7",1999,2244.33333333333
"409","18029","7",2000,2260.66666666667
"410","18029","7",2001,2277
"411","18029","7",2002,2275.6
"412","18029","7",2003,2274.2
"413","18029","7",2004,2272.8
"414","18029","7",2005,2271.4
"415","18029","7",2006,2270
"416","18029","7",2007,2326.6
"417","18029","7",2008,2383.2
"418","18029","7",2009,2439.8
"419","18029","7",2010,2496.4
"420","18029","7",2011,2553
"421","18033","1",1992,4268
"422","18033","1",1993,4502.88888888889
"423","18033","1",1994,4737.77777777778
"424","18033","1",1995,4972.66666666667
"425","18033","1",1996,5207.55555555556
"426","18033","1",1997,5442.44444444444
"427","18033","1",1998,5677.33333333333
"428","18033","1",1999,5912.22222222222
"429","18033","1",2000,6147.11111111111
"430","18033","1",2001,6382
"431","18033","1",2002,6426.6
"432","18033","1",2003,6471.2
"433","18033","1",2004,6515.8
"434","18033","1",2005,6560.4
"435","18033","1",2006,6605
"436","18033","1",2007,6625.8
"437","18033","1",2008,6646.6
"438","18033","1",2009,6667.4
"439","18033","1",2010,6688.2
"440","18033","1",2011,6709
"441","18033","2",1992,91400
"442","18033","2",1993,91725.1111111111
"443","18033","2",1994,92050.2222222222
"444","18033","2",1995,92375.3333333333
"445","18033","2",1996,92700.4444444444
"446","18033","2",1997,93025.5555555556
"447","18033","2",1998,93350.6666666667
"448","18033","2",1999,93675.7777777778
"449","18033","2",2000,94000.8888888889
"450","18033","2",2001,94326
"451","18033","2",2002,94829.8
"452","18033","2",2003,95333.6
"453","18033","2",2004,95837.4
"454","18033","2",2005,96341.2
"455","18033","2",2006,96845
"456","18033","2",2007,96948.6
"457","18033","2",2008,97052.2
"458","18033","2",2009,97155.8
"459","18033","2",2010,97259.4
"460","18033","2",2011,97363
"461","18033","3",1992,232
"462","18033","3",1993,237.666666666667
"463","18033","3",1994,243.333333333333
"464","18033","3",1995,249
"465","18033","3",1996,254.666666666667
"466","18033","3",1997,260.333333333333
"467","18033","3",1998,266
"468","18033","3",1999,271.666666666667
"469","18033","3",2000,277.333333333333
"470","18033","3",2001,283
"471","18033","3",2002,300.8
"472","18033","3",2003,318.6
"473","18033","3",2004,336.4
"474","18033","3",2005,354.2
"475","18033","3",2006,372
"476","18033","3",2007,371.6
"477","18033","3",2008,371.2
"478","18033","3",2009,370.8
"479","18033","3",2010,370.4
"480","18033","3",2011,370
"481","18033","4",1992,116589
"482","18033","4",1993,116753.333333333
"483","18033","4",1994,116917.666666667
"484","18033","4",1995,117082
"485","18033","4",1996,117246.333333333
"486","18033","4",1997,117410.666666667
"487","18033","4",1998,117575
"488","18033","4",1999,117739.333333333
"489","18033","4",2000,117903.666666667
"490","18033","4",2001,118068
"491","18033","4",2002,117983.4
"492","18033","4",2003,117898.8
"493","18033","4",2004,117814.2
"494","18033","4",2005,117729.6
"495","18033","4",2006,117645
"496","18033","4",2007,117449.2
"497","18033","4",2008,117253.4
"498","18033","4",2009,117057.6
"499","18033","4",2010,116861.8
"500","18033","4",2011,116666
"501","18033","5",1992,14402
"502","18033","5",1993,14410.3333333333
"503","18033","5",1994,14418.6666666667
"504","18033","5",1995,14427
"505","18033","5",1996,14435.3333333333
"506","18033","5",1997,14443.6666666667
"507","18033","5",1998,14452
"508","18033","5",1999,14460.3333333333
"509","18033","5",2000,14468.6666666667
"510","18033","5",2001,14477
"511","18033","5",2002,14488.8
"512","18033","5",2003,14500.6
"513","18033","5",2004,14512.4
"514","18033","5",2005,14524.2
"515","18033","5",2006,14536
"516","18033","5",2007,14265.2
"517","18033","5",2008,13994.4
"518","18033","5",2009,13723.6
"519","18033","5",2010,13452.8
"520","18033","5",2011,13182
"521","18033","6",1992,777951
"522","18033","6",1993,777091.888888889
"523","18033","6",1994,776232.777777778
"524","18033","6",1995,775373.666666667
"525","18033","6",1996,774514.555555556
"526","18033","6",1997,773655.444444444
"527","18033","6",1998,772796.333333333
"528","18033","6",1999,771937.222222222
"529","18033","6",2000,771078.111111111
"530","18033","6",2001,770219
"531","18033","6",2002,769775.6
"532","18033","6",2003,769332.2
"533","18033","6",2004,768888.8
"534","18033","6",2005,768445.4
"535","18033","6",2006,768002
"536","18033","6",2007,768343.4
"537","18033","6",2008,768684.8
"538","18033","6",2009,769026.2
"539","18033","6",2010,769367.6
"540","18033","6",2011,769709
"541","18033","7",1992,42235
"542","18033","7",1993,42355.7777777778
"543","18033","7",1994,42476.5555555556
"544","18033","7",1995,42597.3333333333
"545","18033","7",1996,42718.1111111111
"546","18033","7",1997,42838.8888888889
"547","18033","7",1998,42959.6666666667
"548","18033","7",1999,43080.4444444444
"549","18033","7",2000,43201.2222222222
"550","18033","7",2001,43322
"551","18033","7",2002,43272
"552","18033","7",2003,43222
"553","18033","7",2004,43172
"554","18033","7",2005,43122
"555","18033","7",2006,43072
"556","18033","7",2007,43073.2
"557","18033","7",2008,43074.4
"558","18033","7",2009,43075.6
"559","18033","7",2010,43076.8
"560","18033","7",2011,43078
"561","18047","1",1992,17865
"562","18047","1",1993,17984.5555555556
"563","18047","1",1994,18104.1111111111
"564","18047","1",1995,18223.6666666667
"565","18047","1",1996,18343.2222222222
"566","18047","1",1997,18462.7777777778
"567","18047","1",1998,18582.3333333333
"568","18047","1",1999,18701.8888888889
"569","18047","1",2000,18821.4444444444
"570","18047","1",2001,18941
"571","18047","1",2002,18950.6
"572","18047","1",2003,18960.2
"573","18047","1",2004,18969.8
"574","18047","1",2005,18979.4
"575","18047","1",2006,18989
"576","18047","1",2007,19015.2
"577","18047","1",2008,19041.4
"578","18047","1",2009,19067.6
"579","18047","1",2010,19093.8
"580","18047","1",2011,19120
"581","18047","2",1992,56031
"582","18047","2",1993,56097.2222222222
"583","18047","2",1994,56163.4444444444
"584","18047","2",1995,56229.6666666667
"585","18047","2",1996,56295.8888888889
"586","18047","2",1997,56362.1111111111
"587","18047","2",1998,56428.3333333333
"588","18047","2",1999,56494.5555555556
"589","18047","2",2000,56560.7777777778
"590","18047","2",2001,56627
"591","18047","2",2002,56658.6
"592","18047","2",2003,56690.2
"593","18047","2",2004,56721.8
"594","18047","2",2005,56753.4
"595","18047","2",2006,56785
"596","18047","2",2007,56807.4
"597","18047","2",2008,56829.8
"598","18047","2",2009,56852.2
"599","18047","2",2010,56874.6
"600","18047","2",2011,56897
"601","18047","3",1992,579
"602","18047","3",1993,585
"603","18047","3",1994,591
"604","18047","3",1995,597
"605","18047","3",1996,603
"606","18047","3",1997,609
"607","18047","3",1998,615
"608","18047","3",1999,621
"609","18047","3",2000,627
"610","18047","3",2001,633
"611","18047","3",2002,635.6
"612","18047","3",2003,638.2
"613","18047","3",2004,640.8
"614","18047","3",2005,643.4
"615","18047","3",2006,646
"616","18047","3",2007,716.6
"617","18047","3",2008,787.2
"618","18047","3",2009,857.8
"619","18047","3",2010,928.4
"620","18047","3",2011,999
"621","18047","4",1992,593578
"622","18047","4",1993,592111.666666667
"623","18047","4",1994,590645.333333333
"624","18047","4",1995,589179
"625","18047","4",1996,587712.666666667
"626","18047","4",1997,586246.333333333
"627","18047","4",1998,584780
"628","18047","4",1999,583313.666666667
"629","18047","4",2000,581847.333333333
"630","18047","4",2001,580381
"631","18047","4",2002,580366.2
"632","18047","4",2003,580351.4
"633","18047","4",2004,580336.6
"634","18047","4",2005,580321.8
"635","18047","4",2006,580307
"636","18047","4",2007,579994
"637","18047","4",2008,579681
"638","18047","4",2009,579368
"639","18047","4",2010,579055
"640","18047","4",2011,578742
"641","18047","5",1992,27045
"642","18047","5",1993,27282.8888888889
"643","18047","5",1994,27520.7777777778
"644","18047","5",1995,27758.6666666667
"645","18047","5",1996,27996.5555555556
"646","18047","5",1997,28234.4444444444
"647","18047","5",1998,28472.3333333333
"648","18047","5",1999,28710.2222222222
"649","18047","5",2000,28948.1111111111
"650","18047","5",2001,29186
"651","18047","5",2002,29176.2
"652","18047","5",2003,29166.4
"653","18047","5",2004,29156.6
"654","18047","5",2005,29146.8
"655","18047","5",2006,29137
"656","18047","5",2007,29021.6
"657","18047","5",2008,28906.2
"658","18047","5",2009,28790.8
"659","18047","5",2010,28675.4
"660","18047","5",2011,28560
"661","18047","6",1992,429814
"662","18047","6",1993,430838.888888889
"663","18047","6",1994,431863.777777778
"664","18047","6",1995,432888.666666667
"665","18047","6",1996,433913.555555556
"666","18047","6",1997,434938.444444444
"667","18047","6",1998,435963.333333333
"668","18047","6",1999,436988.222222222
"669","18047","6",2000,438013.111111111
"670","18047","6",2001,439038
"671","18047","6",2002,439018.8
"672","18047","6",2003,438999.6
"673","18047","6",2004,438980.4
"674","18047","6",2005,438961.2
"675","18047","6",2006,438942
"676","18047","6",2007,439201
"677","18047","6",2008,439460
"678","18047","6",2009,439719
"679","18047","6",2010,439978
"680","18047","6",2011,440237
"681","18047","7",1992,436
"682","18047","7",1993,447.777777777778
"683","18047","7",1994,459.555555555556
"684","18047","7",1995,471.333333333333
"685","18047","7",1996,483.111111111111
"686","18047","7",1997,494.888888888889
"687","18047","7",1998,506.666666666667
"688","18047","7",1999,518.444444444444
"689","18047","7",2000,530.222222222222
"690","18047","7",2001,542
"691","18047","7",2002,542
"692","18047","7",2003,542
"693","18047","7",2004,542
"694","18047","7",2005,542
"695","18047","7",2006,542
"696","18047","7",2007,592.2
"697","18047","7",2008,642.4
"698","18047","7",2009,692.6
"699","18047","7",2010,742.8
"700","18047","7",2011,793
"701","18075","1",1992,1248
"702","18075","1",1993,1310.11111111111
"703","18075","1",1994,1372.22222222222
"704","18075","1",1995,1434.33333333333
"705","18075","1",1996,1496.44444444444
"706","18075","1",1997,1558.55555555556
"707","18075","1",1998,1620.66666666667
"708","18075","1",1999,1682.77777777778
"709","18075","1",2000,1744.88888888889
"710","18075","1",2001,1807
"711","18075","1",2002,1809.2
"712","18075","1",2003,1811.4
"713","18075","1",2004,1813.6
"714","18075","1",2005,1815.8
"715","18075","1",2006,1818
"716","18075","1",2007,1812
"717","18075","1",2008,1806
"718","18075","1",2009,1800
"719","18075","1",2010,1794
"720","18075","1",2011,1788
"721","18075","2",1992,75619
"722","18075","2",1993,75643.4444444444
"723","18075","2",1994,75667.8888888889
"724","18075","2",1995,75692.3333333333
"725","18075","2",1996,75716.7777777778
"726","18075","2",1997,75741.2222222222
"727","18075","2",1998,75765.6666666667
"728","18075","2",1999,75790.1111111111
"729","18075","2",2000,75814.5555555556
"730","18075","2",2001,75839
"731","18075","2",2002,75889
"732","18075","2",2003,75939
"733","18075","2",2004,75989
"734","18075","2",2005,76039
"735","18075","2",2006,76089
"736","18075","2",2007,76272
"737","18075","2",2008,76455
"738","18075","2",2009,76638
"739","18075","2",2010,76821
"740","18075","2",2011,77004
"741","18075","4",1992,91467
"742","18075","4",1993,91436.7777777778
"743","18075","4",1994,91406.5555555556
"744","18075","4",1995,91376.3333333333
"745","18075","4",1996,91346.1111111111
"746","18075","4",1997,91315.8888888889
"747","18075","4",1998,91285.6666666667
"748","18075","4",1999,91255.4444444444
"749","18075","4",2000,91225.2222222222
"750","18075","4",2001,91195
"751","18075","4",2002,91185.6
"752","18075","4",2003,91176.2
"753","18075","4",2004,91166.8
"754","18075","4",2005,91157.4
"755","18075","4",2006,91148
"756","18075","4",2007,91090
"757","18075","4",2008,91032
"758","18075","4",2009,90974
"759","18075","4",2010,90916
"760","18075","4",2011,90858
"761","18075","5",1992,8048
"762","18075","5",1993,8059
"763","18075","5",1994,8070
"764","18075","5",1995,8081
"765","18075","5",1996,8092
"766","18075","5",1997,8103
"767","18075","5",1998,8114
"768","18075","5",1999,8125
"769","18075","5",2000,8136
"770","18075","5",2001,8147
"771","18075","5",2002,8147
"772","18075","5",2003,8147
"773","18075","5",2004,8147
"774","18075","5",2005,8147
"775","18075","5",2006,8147
"776","18075","5",2007,8170
"777","18075","5",2008,8193
"778","18075","5",2009,8216
"779","18075","5",2010,8239
"780","18075","5",2011,8262
"781","18075","6",1992,923949
"782","18075","6",1993,923877.222222222
"783","18075","6",1994,923805.444444444
"784","18075","6",1995,923733.666666667
"785","18075","6",1996,923661.888888889
"786","18075","6",1997,923590.111111111
"787","18075","6",1998,923518.333333333
"788","18075","6",1999,923446.555555556
"789","18075","6",2000,923374.777777778
"790","18075","6",2001,923303
"791","18075","6",2002,923241.2
"792","18075","6",2003,923179.4
"793","18075","6",2004,923117.6
"794","18075","6",2005,923055.8
"795","18075","6",2006,922994
"796","18075","6",2007,922848.2
"797","18075","6",2008,922702.4
"798","18075","6",2009,922556.6
"799","18075","6",2010,922410.8
"800","18075","6",2011,922265
"801","18075","7",1992,4769
"802","18075","7",1993,4773.44444444444
"803","18075","7",1994,4777.88888888889
"804","18075","7",1995,4782.33333333333
"805","18075","7",1996,4786.77777777778
"806","18075","7",1997,4791.22222222222
"807","18075","7",1998,4795.66666666667
"808","18075","7",1999,4800.11111111111
"809","18075","7",2000,4804.55555555556
"810","18075","7",2001,4809
"811","18075","7",2002,4828
"812","18075","7",2003,4847
"813","18075","7",2004,4866
"814","18075","7",2005,4885
"815","18075","7",2006,4904
"816","18075","7",2007,4902.8
"817","18075","7",2008,4901.6
"818","18075","7",2009,4900.4
"819","18075","7",2010,4899.2
"820","18075","7",2011,4898
"821","18075","3",1992,NA
"822","18075","3",1993,NA
"823","18075","3",1994,NA
"824","18075","3",1995,NA
"825","18075","3",1996,NA
"826","18075","3",1997,NA
"827","18075","3",1998,NA
"828","18075","3",1999,NA
"829","18075","3",2000,NA
"830","18075","3",2001,211
"831","18075","3",2002,211
"832","18075","3",2003,211
"833","18075","3",2004,211
"834","18075","3",2005,211
"835","18075","3",2006,211
"836","18075","3",2007,216
"837","18075","3",2008,221
"838","18075","3",2009,226
"839","18075","3",2010,231
"840","18075","3",2011,236
"841","18135","1",1992,2120
"842","18135","1",1993,2133.11111111111
"843","18135","1",1994,2146.22222222222
"844","18135","1",1995,2159.33333333333
"845","18135","1",1996,2172.44444444444
"846","18135","1",1997,2185.55555555556
"847","18135","1",1998,2198.66666666667
"848","18135","1",1999,2211.77777777778
"849","18135","1",2000,2224.88888888889
"850","18135","1",2001,2238
"851","18135","1",2002,2248
"852","18135","1",2003,2258
"853","18135","1",2004,2268
"854","18135","1",2005,2278
"855","18135","1",2006,2288
"856","18135","1",2007,2288
"857","18135","1",2008,2288
"858","18135","1",2009,2288
"859","18135","1",2010,2288
"860","18135","1",2011,2288
"861","18135","2",1992,94497
"862","18135","2",1993,94492.2222222222
"863","18135","2",1994,94487.4444444444
"864","18135","2",1995,94482.6666666667
"865","18135","2",1996,94477.8888888889
"866","18135","2",1997,94473.1111111111
"867","18135","2",1998,94468.3333333333
"868","18135","2",1999,94463.5555555556
"869","18135","2",2000,94458.7777777778
"870","18135","2",2001,94454
"871","18135","2",2002,94486.6
