"GEOID","YEAR","pix","MOAuse","high_kg_km2ag"
"18001",1995,832693,"her_A",3.37539365248257
"18001",1995,832693,"ins_10",0.000266871730904694
"18001",1995,832693,"her_F",0.698803627373941
"18001",1995,832693,"ins_3",1.39040171801345
"18001",1995,832693,"ins_U",0.00146779451997582
"18001",1995,832693,"her_D",0.6737176846689
"18001",1995,832693,"fun_U",0.00480369115628449
"18001",1995,832693,"ins_2",0.00827302365804551
"18001",1995,832693,"fun_G",0.0882011070640013
"18001",1995,832693,"ins_12",0.000133435865452347
"18001",1995,832693,"her_G",36.530736884889
"18001",1995,832693,"ins_4",0.000266871730904694
"18001",1995,832693,"fun_E",0.00747240846533143
"18001",1995,832693,"fun_A",0.193215133174998
"18001",1995,832693,"her_P",0.0577777297408662
"18001",1996,832595.333333333,"her_O",18.0845490099365
"18001",1996,832595.333333333,"ins_1",26.0572095981535
"18001",1996,832595.333333333,"her_K",178.126949226235
"18001",1996,832595.333333333,"her_E",3.36191064139735
"18001",1996,832595.333333333,"her_C",67.6009340538648
"18001",1996,832595.333333333,"ins_11",0.0108095729578114
"18001",1996,832595.333333333,"fun_B",0.0537809617530618
"18001",1996,832595.333333333,"her_N",4.97854233042115
"18001",1996,832595.333333333,"fun_M",2.30857780984173
"18001",1996,832595.333333333,"her_B",4.57111484597426
"18001",1996,832595.333333333,"her_A",3.89625051946003
"18001",1996,832595.333333333,"her_F",0.532471556810712
"18001",1996,832595.333333333,"ins_3",1.22868812620457
"18001",1996,832595.333333333,"fun_U",0.00800709107986032
"18001",1996,832595.333333333,"her_L",0.0057384152738999
"18001",1996,832595.333333333,"ins_U",0.000133451517997672
"18001",1996,832595.333333333,"her_D",0.166547494461095
"18001",1996,832595.333333333,"ins_2",0.00854089715185101
"18001",1996,832595.333333333,"fun_G",0.0353646522693831
"18001",1996,832595.333333333,"fun_C",0.000934160625983704
"18001",1996,832595.333333333,"her_H",0.00120106366197905
"18001",1996,832595.333333333,"her_G",38.0855952698376
"18001",1996,832595.333333333,"ins_4",0.0210853398436322
"18001",1996,832595.333333333,"fun_E",0.00814054259785799
"18001",1996,832595.333333333,"fun_A",0.534740232616672
"18001",1996,832595.333333333,"her_P",0.0101423153678231
"18001",1996,832595.333333333,"fun_F",0.00306938491394646
"18001",1996,832595.333333333,"ins_12",0.0066725758998836
"18001",1997,832497.666666667,"her_O",24.6531221508929
"18001",1997,832497.666666667,"ins_1",19.3902445372219
"18001",1997,832497.666666667,"her_K",206.096940678779
"18001",1997,832497.666666667,"her_E",1.82623134479256
"18001",1997,832497.666666667,"her_C",151.279169417759
"18001",1997,832497.666666667,"ins_11",0.169102909731212
"18001",1997,832497.666666667,"fun_B",0.0577912864353707
"18001",1997,832497.666666667,"her_N",3.796607237738
"18001",1997,832497.666666667,"fun_M",2.43791140422282
"18001",1997,832497.666666667,"her_B",7.68584069438166
"18001",1997,832497.666666667,"her_A",1.78725892992159
"18001",1997,832497.666666667,"ins_10",0.000133467174215637
"18001",1997,832497.666666667,"her_F",2.09743664279873
"18001",1997,832497.666666667,"ins_3",0.723392084248751
"18001",1997,832497.666666667,"her_D",1.47561307812808
"18001",1997,832497.666666667,"fun_U",0.0309643844180277
"18001",1997,832497.666666667,"ins_2",0.0325659905086154
"18001",1997,832497.666666667,"fun_G",0.0412413568326318
"18001",1997,832497.666666667,"her_H",0.208075324602178
"18001",1997,832497.666666667,"her_G",42.9556092182574
"18001",1997,832497.666666667,"ins_4",0.000533868696862547
"18001",1997,832497.666666667,"fun_E",0.00974310371774149
"18001",1997,832497.666666667,"her_L",0.000133467174215637
"18001",1997,832497.666666667,"fun_A",0.0148148563379357
"18001",1997,832497.666666667,"her_Z",0.972842232857776
"18001",1997,832497.666666667,"her_P",0.130397429208677
"18001",1997,832497.666666667,"ins_12",0.00320321218117528
"18001",1997,832497.666666667,"ins_21",0.000133467174215637
"18001",1998,832400,"her_O",9.75305675690106
"18001",1998,832400,"ins_1",9.43096267819958
"18001",1998,832400,"her_K",105.963078648086
"18001",1998,832400,"her_E",0.656869026643174
"18001",1998,832400,"her_C",68.5651930161781
"18001",1998,832400,"fun_C",0.000400448502322601
"18001",1998,832400,"ins_11",0.00840941854877463
"18001",1998,832400,"fun_B",0.00667414170537669
"18001",1998,832400,"her_N",5.34491964333387
"18001",1998,832400,"fun_M",0.343584814992792
"18001",1998,832400,"her_B",1.98662502002243
"18001",1998,832400,"her_A",0.732553793582145
"18001",1998,832400,"her_F",2.74293875807571
"18001",1998,832400,"ins_3",0.289123818676918
"18001",1998,832400,"fun_U",0.000667414170537669
"18001",1998,832400,"ins_2",0.192348763948956
"18001",1998,832400,"fun_G",0.0236264616370335
"18001",1998,832400,"her_H",0.368012173634471
"18001",1998,832400,"her_G",45.85402317262
"18001",1998,832400,"ins_4",0.000133482834107534
"18001",1998,832400,"her_P",0.0156174915905815
"18001",1998,832400,"her_D",0.283117091142079
"18001",1998,832400,"ins_21",0.000133482834107534
"18001",1998,832400,"fun_E",0.0012013455069678
"18001",1999,832302.333333333,"her_O",6.11970463190392
"18001",1999,832302.333333333,"ins_1",16.0481214024658
"18001",1999,832302.333333333,"her_K",83.0105673405804
"18001",1999,832302.333333333,"her_E",1.07639838675075
"18001",1999,832302.333333333,"her_C",58.3854344595133
"18001",1999,832302.333333333,"fun_C",0.00293696694884244
"18001",1999,832302.333333333,"ins_11",0.000934489483722595
"18001",1999,832302.333333333,"fun_B",0.0133498497674656
"18001",1999,832302.333333333,"her_N",4.33322773602167
"18001",1999,832302.333333333,"ins_3",0.458166844019421
"18001",1999,832302.333333333,"fun_M",0.582186948359177
"18001",1999,832302.333333333,"her_B",1.26236179401155
"18001",1999,832302.333333333,"her_A",1.45887158258865
"18001",1999,832302.333333333,"ins_10",0.000133498497674656
"18001",1999,832302.333333333,"her_F",0.974405534527317
"18001",1999,832302.333333333,"fun_D",0.000266996995349313
"18001",1999,832302.333333333,"ins_U",0.000133498497674656
"18001",1999,832302.333333333,"her_P",0.0413845342791435
"18001",1999,832302.333333333,"her_D",0.250176184642306
"18001",1999,832302.333333333,"fun_U",0.0253647145581847
"18001",1999,832302.333333333,"ins_2",0.0408505402884449
"18001",1999,832302.333333333,"fun_G",0.0459234832000818
"18001",1999,832302.333333333,"her_H",0.0218937536186437
"18001",1999,832302.333333333,"her_G",45.9218812181097
"18001",1999,832302.333333333,"ins_4",0.00480594591628763
"18001",1999,832302.333333333,"fun_A",0.0073424173721061
"18001",1999,832302.333333333,"her_Z",0.0459234832000818
"18001",1999,832302.333333333,"fun_E",0.00146848347442122
"18001",2000,832204.666666667,"her_O",9.03450299752652
"18001",2000,832204.666666667,"ins_1",12.4842419906855
"18001",2000,832204.666666667,"her_K",80.5362783353774
"18001",2000,832204.666666667,"her_E",0.963037671555688
"18001",2000,832204.666666667,"her_C",57.8900062244304
"18001",2000,832204.666666667,"fun_C",0.00186919830885618
"18001",2000,832204.666666667,"ins_11",0.000267028329836597
"18001",2000,832204.666666667,"fun_B",0.00801084989509792
"18001",2000,832204.666666667,"her_N",3.12116063329507
"18001",2000,832204.666666667,"ins_3",0.724981915506362
"18001",2000,832204.666666667,"fun_M",0.392531644859798
"18001",2000,832204.666666667,"her_B",2.1312866145908
"18001",2000,832204.666666667,"her_A",0.489596442755401
"18001",2000,832204.666666667,"her_F",1.02699095655155
"18001",2000,832204.666666667,"fun_D",0.000534056659673195
"18001",2000,832204.666666667,"her_P",0.0279044604679244
"18001",2000,832204.666666667,"her_D",0.653017780615399
"18001",2000,832204.666666667,"fun_U",0.00320433995803917
"18001",2000,832204.666666667,"ins_2",0.107745931089067
"18001",2000,832204.666666667,"fun_G",0.0751684748490022
"18001",2000,832204.666666667,"her_H",0.107078360264476
"18001",2000,832204.666666667,"her_G",57.6822581838175
"18001",2000,832204.666666667,"ins_4",0.000400542494754896
"18001",2000,832204.666666667,"fun_A",0.000267028329836597
"18001",2000,832204.666666667,"ins_12",0.000267028329836597
"18001",2000,832204.666666667,"ins_21",0.000801084989509792
"18001",2000,832204.666666667,"fun_F",0.000133514164918299
"18001",2000,832204.666666667,"fun_E",0.000133514164918299
"18001",2001,832107,"her_O",8.24399853491064
"18001",2001,832107,"ins_1",10.3908912355422
"18001",2001,832107,"her_K",55.6171795747956
"18001",2001,832107,"her_E",0.678465095901796
"18001",2001,832107,"her_C",47.3195020458774
"18001",2001,832107,"fun_C",0.00467354425439143
"18001",2001,832107,"ins_11",0.000133529835839755
"18001",2001,832107,"fun_B",0.0104153271955009
"18001",2001,832107,"her_N",1.79811276941814
"18001",2001,832107,"ins_3",0.382295920009219
"18001",2001,832107,"fun_M",0.262386127425119
"18001",2001,832107,"her_B",1.36721198916325
"18001",2001,832107,"her_A",0.714785211250209
"18001",2001,832107,"her_F",0.881163386706544
"18001",2001,832107,"fun_U",0.000667649179198776
"18001",2001,832107,"fun_D",0.000133529835839755
"18001",2001,832107,"her_P",0.0854590949374433
"18001",2001,832107,"her_D",0.252504919572977
"18001",2001,832107,"ins_2",0.123248038480094
"18001",2001,832107,"her_H",0.134865134198153
"18001",2001,832107,"her_G",63.3119698948973
"18001",2001,832107,"ins_4",0.00053411934335902
"18001",2001,832107,"fun_E",0.00507413376191069
"18001",2001,832107,"fun_A",0.00347177573183363
"18001",2001,832107,"ins_18",0.00026705967167951
"18001",2001,832107,"fun_G",0.108426226701881
"18001",2001,832107,"ins_21",0.000133529835839755
"18001",2002,832040.2,"her_O",10.1452095971111
"18001",2002,832040.2,"ins_1",6.41649018614459
"18001",2002,832040.2,"her_K",50.5185259611789
"18001",2002,832040.2,"her_E",0.901532295087558
"18001",2002,832040.2,"her_C",50.1690503255332
"18001",2002,832040.2,"fun_C",0.00320497334944473
"18001",2002,832040.2,"fun_B",0.00787889281738497
"18001",2002,832040.2,"her_N",4.05001798924833
"18001",2002,832040.2,"ins_3",0.839970098666974
"18001",2002,832040.2,"fun_M",0.208990970495042
"18001",2002,832040.2,"her_B",0.932513704132191
"18001",2002,832040.2,"her_A",0.235164919515507
"18001",2002,832040.2,"her_F",0.741817789840229
"18001",2002,832040.2,"fun_D",0.00106832444981491
"18001",2002,832040.2,"her_L",0.00160248667472237
"18001",2002,832040.2,"her_P",5.72141159098376
"18001",2002,832040.2,"her_D",0.750364385438749
"18001",2002,832040.2,"ins_2",0.561805120046417
"18001",2002,832040.2,"ins_12",0.000934783893588048
"18001",2002,832040.2,"fun_G",0.02256835400234
"18001",2002,832040.2,"fun_E",0.00320497334944473
"18001",2002,832040.2,"her_H",0.0182950562030804
"18001",2002,832040.2,"her_G",80.1348834400603
"18001",2002,832040.2,"ins_4",0.000133540556226864
"18001",2002,832040.2,"fun_A",0.00133540556226864
"18001",2002,832040.2,"her_Z",0.00227018945585669
"18001",2003,831973.4,"her_O",7.2248570553925
"18001",2003,831973.4,"ins_1",5.27968268643632
"18001",2003,831973.4,"her_K",72.0485107389785
"18001",2003,831973.4,"her_E",0.535674177403588
"18001",2003,831973.4,"her_C",51.583780603242
"18001",2003,831973.4,"fun_C",0.0527527549425124
"18001",2003,831973.4,"ins_11",0.0359252938722427
"18001",2003,831973.4,"fun_B",0.00774597414345753
"18001",2003,831973.4,"her_N",1.24803669604501
"18001",2003,831973.4,"ins_3",0.799705054672822
"18001",2003,831973.4,"fun_M",0.640645482175271
"18001",2003,831973.4,"her_B",0.706085608559654
"18001",2003,831973.4,"her_A",0.361790413010801
"18001",2003,831973.4,"her_F",0.981601895765738
"18001",2003,831973.4,"fun_D",0.000400653835006424
"18001",2003,831973.4,"her_P",0.0631697546526795
"18001",2003,831973.4,"her_D",1.2453656704783
"18001",2003,831973.4,"fun_U",0.00347233323672234
"18001",2003,831973.4,"ins_2",0.158525367384208
"18001",2003,831973.4,"fun_G",0.110446907183437
"18001",2003,831973.4,"ins_12",0.000667756391677373
"18001",2003,831973.4,"fun_E",0.000400653835006424
"18001",2003,831973.4,"her_H",0.135420996232171
"18001",2003,831973.4,"her_G",60.1266552245273
"18001",2003,831973.4,"ins_4",0.000534205113341898
"18001",2003,831973.4,"fun_A",0.000934858948348322
"18001",2003,831973.4,"her_Z",1.12289914824467
"18001",2003,831973.4,"ins_18",0.000133551278335475
"18001",2003,831973.4,"ins_9",0.000133551278335475
"18001",2004,831906.6,"her_O",6.08455057067437
"18001",2004,831906.6,"ins_1",6.60530881711961
"18001",2004,831906.6,"her_K",60.4937033930385
"18001",2004,831906.6,"her_E",1.11831464413593
"18001",2004,831906.6,"her_C",44.890856738004
"18001",2004,831906.6,"fun_C",0.106582477728469
"18001",2004,831906.6,"fun_F",0.00200343003249003
"18001",2004,831906.6,"ins_11",0.000267124004332003
"18001",2004,831906.6,"fun_B",0.00333905005415004
"18001",2004,831906.6,"her_N",2.28417736104296
"18001",2004,831906.6,"ins_3",0.6293441542062
"18001",2004,831906.6,"fun_M",0.360083157839541
"18001",2004,831906.6,"her_B",0.996639660162705
"18001",2004,831906.6,"her_A",0.416980570762257
"18001",2004,831906.6,"her_F",1.68274766528946
"18001",2004,831906.6,"ins_4",0.391336666346385
"18001",2004,831906.6,"fun_U",0.0476816347732626
"18001",2004,831906.6,"fun_D",0.00133562002166002
"18001",2004,831906.6,"her_P",0.0438083367104486
"18001",2004,831906.6,"her_D",0.521426056456071
"18001",2004,831906.6,"ins_2",0.100305063626667
"18001",2004,831906.6,"fun_G",0.0249760944050423
"18001",2004,831906.6,"fun_E",0.00120205801949402
"18001",2004,831906.6,"her_H",0.227990337697365
"18001",2004,831906.6,"her_G",61.6418023636574
"18001",2004,831906.6,"fun_A",0.00494179408014206
"18001",2004,831906.6,"her_Z",0.826882355409717
"18001",2005,831839.8,"her_O",8.39945383714509
"18001",2005,831839.8,"ins_1",7.52054528875498
"18001",2005,831839.8,"her_K",54.4409045000144
"18001",2005,831839.8,"her_E",0.977084503263462
"18001",2005,831839.8,"her_C",51.1063949252408
"18001",2005,831839.8,"fun_C",0.23909518261676
"18001",2005,831839.8,"ins_11",0.0311224455584944
"18001",2005,831839.8,"ins_3",0.990308203307629
"18001",2005,831839.8,"her_N",3.66697209406587
"18001",2005,831839.8,"fun_M",0.718220556944311
"18001",2005,831839.8,"her_B",0.928597603101516
"18001",2005,831839.8,"her_A",0.600275838368558
"18001",2005,831839.8,"her_F",2.48111341737783
"18001",2005,831839.8,"ins_4",0.563944056429028
"18001",2005,831839.8,"fun_U",0.00935009094032021
"18001",2005,831839.8,"fun_D",0.000935009094032021
"18001",2005,831839.8,"her_P",0.017230881875733
"18001",2005,831839.8,"fun_F",0.00761364547997503
"18001",2005,831839.8,"her_D",0.331527510198211
"18001",2005,831839.8,"ins_2",0.0364653546672488
"18001",2005,831839.8,"fun_G",0.367191428499147
"18001",2005,831839.8,"fun_E",0.000801436366313161
"18001",2005,831839.8,"her_H",0.0327253182911207
"18001",2005,831839.8,"her_G",63.9749250864035
"18001",2005,831839.8,"fun_A",0.0244438091725514
"18001",2005,831839.8,"fun_B",0.068789954775213
"18001",2006,831773,"her_O",9.18573269923939
"18001",2006,831773,"ins_6",0.00053433381997786
"18001",2006,831773,"ins_1",3.27947382011412
"18001",2006,831773,"her_K",52.0068442819001
"18001",2006,831773,"her_E",0.993192987883847
"18001",2006,831773,"her_C",46.1104705784444
"18001",2006,831773,"fun_C",0.614483892974539
"18001",2006,831773,"her_N",0.129442367889637
"18001",2006,831773,"ins_3",0.797893976681939
"18001",2006,831773,"fun_M",0.999070659903604
"18001",2006,831773,"her_B",0.76529961366329
"18001",2006,831773,"her_A",0.45952708518096
"18001",2006,831773,"ins_10",0.000133583454994465
"18001",2006,831773,"her_F",1.39394335286724
"18001",2006,831773,"ins_4",0.733907501739591
"18001",2006,831773,"fun_U",0.00654558929472878
"18001",2006,831773,"fun_D",0.000400750364983395
"18001",2006,831773,"ins_U",0.00120225109495018
"18001",2006,831773,"her_P",0.133449871539471
"18001",2006,831773,"fun_F",0.0687954793221495
"18001",2006,831773,"her_D",0.537406239442733
"18001",2006,831773,"ins_2",0.106332430175594
"18001",2006,831773,"fun_G",0.357602909020183
"18001",2006,831773,"fun_E",0.028453275913821
"18001",2006,831773,"her_H",0.0396742861333561
"18001",2006,831773,"her_G",73.8822037048837
"18001",2006,831773,"fun_A",0.0646543922173211
"18001",2006,831773,"her_Z",0.0522311309028358
"18001",2006,831773,"fun_B",0.00748067347969004
"18001",2007,831573.2,"her_O",10.1510406219601
"18001",2007,831573.2,"ins_1",3.40545954209309
"18001",2007,831573.2,"her_K",45.3582037837038
"18001",2007,831573.2,"her_E",0.709498574509135
"18001",2007,831573.2,"her_C",52.0498041810658
"18001",2007,831573.2,"fun_C",0.62010977105403
"18001",2007,831573.2,"her_N",0.016969174945887
"18001",2007,831573.2,"ins_3",0.546086755935751
"18001",2007,831573.2,"fun_M",0.258011628507936
"18001",2007,831573.2,"her_B",0.849260440598882
"18001",2007,831573.2,"her_A",0.266963870408522
"18001",2007,831573.2,"her_F",1.88625073000856
"18001",2007,831573.2,"ins_4",1.16566206478676
"18001",2007,831573.2,"fun_U",0.0025386954643453
"18001",2007,831573.2,"fun_D",0.000133615550755016
"18001",2007,831573.2,"her_P",0.176773373648886
"18001",2007,831573.2,"ins_2",0.0343391965440391
"18001",2007,831573.2,"fun_G",0.168756440603585
"18001",2007,831573.2,"fun_E",0.0153657883368268
"18001",2007,831573.2,"her_H",0.477408362847672
"18001",2007,831573.2,"her_G",64.8320022284936
"18001",2007,831573.2,"fun_A",0.0774970194379093
"18001",2007,831573.2,"her_Z",0.109564751619113
"18001",2007,831573.2,"her_D",0.629195628505371
"18001",2007,831573.2,"fun_F",0.00561185313171068
"18001",2007,831573.2,"fun_B",0.170760673864911
"18001",2008,831373.4,"her_O",11.2662306064212
"18001",2008,831373.4,"ins_1",2.73643587827082
"18001",2008,831373.4,"ins_4",1.07185424877812
"18001",2008,831373.4,"her_K",55.9199191763092
"18001",2008,831373.4,"her_E",0.780368698081726
"18001",2008,831373.4,"her_C",43.1736743615377
"18001",2008,831373.4,"fun_C",0.969881082716062
"18001",2008,831373.4,"ins_3",0.59860787784005
"18001",2008,831373.4,"fun_M",0.606760385218537
"18001",2008,831373.4,"her_B",1.15110731230997
"18001",2008,831373.4,"her_A",0.474850142881379
"18001",2008,831373.4,"her_F",1.95539894187939
"18001",2008,831373.4,"fun_U",0.00227201025302095
"18001",2008,831373.4,"fun_D",0.000801885971654454
"18001",2008,831373.4,"ins_U",0.0267295323884818
"18001",2008,831373.4,"her_P",0.0438364331171101
"18001",2008,831373.4,"her_D",1.07172060111618
"18001",2008,831373.4,"ins_2",0.0338128584714295
"18001",2008,831373.4,"her_N",0.00547955413963877
"18001",2008,831373.4,"fun_G",0.558647226919269
"18001",2008,831373.4,"fun_E",0.0236556361638064
"18001",2008,831373.4,"her_H",0.289480835767258
"18001",2008,831373.4,"her_G",84.3013366663991
"18001",2008,831373.4,"ins_22",0.000267295323884818
"18001",2008,831373.4,"fun_A",0.0566666086635814
"18001",2008,831373.4,"her_Z",0.130440118055791
"18001",2008,831373.4,"fun_F",0.00173741960525132
"18001",2008,831373.4,"ins_21",0.00200471492913613
"18001",2008,831373.4,"fun_B",0.0172405483905708
"18001",2009,831173.6,"her_O",12.8529106314253
"18001",2009,831173.6,"ins_6",0.000133679788567769
"18001",2009,831173.6,"ins_1",4.31357941750476
"18001",2009,831173.6,"ins_4",1.34107563891186
"18001",2009,831173.6,"her_K",62.2231291059079
"18001",2009,831173.6,"her_E",1.20392017584132
"18001",2009,831173.6,"her_C",43.767832215396
"18001",2009,831173.6,"fun_C",1.47903318071379
"18001",2009,831173.6,"ins_3",0.948057060522615
"18001",2009,831173.6,"fun_M",0.627893966902809
"18001",2009,831173.6,"ins_28",0.000133679788567769
"18001",2009,831173.6,"her_B",1.10553185145545
"18001",2009,831173.6,"her_A",0.740853388242574
"18001",2009,831173.6,"ins_10",0.000534719154271075
"18001",2009,831173.6,"her_F",1.17036654891081
"18001",2009,831173.6,"fun_U",0.00120311809710992
"18001",2009,831173.6,"fun_G",0.27738556127812
"18001",2009,831173.6,"her_P",0.0423764929759827
"18001",2009,831173.6,"her_D",0.600623290034985
"18001",2009,831173.6,"ins_2",0.062428461261148
"18001",2009,831173.6,"her_N",0.00280727555992314
"18001",2009,831173.6,"fun_E",0.0371629812218397
"18001",2009,831173.6,"her_H",0.355187198224561
"18001",2009,831173.6,"her_G",88.4905391605316
"18001",2009,831173.6,"fun_F",0.00187151703994876
"18001",2009,831173.6,"fun_A",0.0864908232033463
"18001",2009,831173.6,"her_Z",0.0025399159827876
"18001",2009,831173.6,"ins_9",0.000133679788567769
"18001",2009,831173.6,"ins_21",0.00106943830854215
"18001",2009,831173.6,"fun_D",0.000267359577135537
"18001",2009,831173.6,"ins_5",0.000802078731406612
"18001",2009,831173.6,"ins_23",0.000267359577135537
"18001",2009,831173.6,"fun_B",0.00735238837122728
"18001",2010,830973.8,"her_O",6.29595996622009
"18001",2010,830973.8,"ins_6",0.0038776459886247
"18001",2010,830973.8,"ins_1",4.15683649980568
"18001",2010,830973.8,"ins_4",1.94804911752666
"18001",2010,830973.8,"her_K",47.5922211854199
"18001",2010,830973.8,"her_C",39.2157035784067
"18001",2010,830973.8,"fun_C",2.11077653711826
"18001",2010,830973.8,"ins_3",0.753333017238329
"18001",2010,830973.8,"fun_M",1.25341563784027
"18001",2010,830973.8,"her_E",1.15032373931511
"18001",2010,830973.8,"ins_28",0.000534847722568924
"18001",2010,830973.8,"her_B",0.853750677150645
"18001",2010,830973.8,"her_A",0.439109980229086
"18001",2010,830973.8,"her_F",1.25756070769018
"18001",2010,830973.8,"fun_U",0.0172488390528478
"18001",2010,830973.8,"fun_G",1.22333045344577
"18001",2010,830973.8,"fun_D",0.000534847722568924
"18001",2010,830973.8,"her_P",0.0282132173655107
"18001",2010,830973.8,"her_D",0.58017606705664
"18001",2010,830973.8,"ins_2",0.0751461050209338
"18001",2010,830973.8,"her_N",0.00133711930642231
"18001",2010,830973.8,"fun_E",0.0467991757247808
"18001",2010,830973.8,"her_H",0.979439891954342
"18001",2010,830973.8,"her_G",81.7590959747066
"18001",2010,830973.8,"fun_F",0.00842385163046055
"18001",2010,830973.8,"fun_A",0.128229741485899
"18001",2010,830973.8,"her_Z",0.0802271583853386
"18001",2010,830973.8,"ins_5",0.000534847722568924
"18001",2010,830973.8,"fun_B",0.00361022212734024
"18001",2011,830774,"her_O",8.86255200304509
"18001",2011,830774,"ins_6",0.00615222805613935
"18001",2011,830774,"ins_1",1.59436327515733
"18001",2011,830774,"ins_4",2.19634541604175
"18001",2011,830774,"her_K",41.4357909344512
"18001",2011,830774,"her_E",1.08412957876229
"18001",2011,830774,"her_C",36.1888766111816
"18001",2011,830774,"fun_C",0.807279316236024
"18001",2011,830774,"ins_3",0.804871922648839
"18001",2011,830774,"fun_M",1.1084710028105
"18001",2011,830774,"ins_28",0.00106995270541554
"18001",2011,830774,"her_B",0.997864641888167
"18001",2011,830774,"her_A",0.377425816835331
"18001",2011,830774,"her_F",1.41969349599824
"18001",2011,830774,"fun_U",0.00534976352707769
"18001",2011,830774,"fun_G",0.667516744091119
"18001",2011,830774,"fun_D",0.00842587755514737
"18001",2011,830774,"her_P",0.00173867314630025
"18001",2011,830774,"her_D",0.440686770543025
"18001",2011,830774,"ins_2",0.0675407645293559
"18001",2011,830774,"her_N",0.00267488176353885
"18001",2011,830774,"ins_9",0.00053497635270777
"18001",2011,830774,"fun_E",0.0565737492988466
"18001",2011,830774,"fun_B",0.0242076799600266
