"GEOID","COMPOUND","YEAR","STATE_FIPS_CODE","COUNTY_FIPS_CODE","KG_EPhigh","KG_EPlow","USPS","ANSICODE","NAME","POP10","HU10","ALAND","AWATER","ALAND_SQMI","AWATER_SQMI","INTPTLAT","INTPTLONG","density_low","density_high"
18003,"IMIDACLOPRID",1995,18,3,0.5,0.5,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.000760678403427313,0.000760678403427313
18003,"IMIDACLOPRID",2002,18,3,0.1,NA,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,NA,0.000152135680685463
18003,"ACETAMIPRID",2003,18,3,0.4,NA,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,NA,0.00060854272274185
18003,"IMIDACLOPRID",2011,18,3,1350.2,1330.9,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,2.02477377424282,2.05413596061512
18003,"CLOTHIANIDIN",2004,18,3,202,202,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.307314074984634,0.307314074984634
18003,"IMIDACLOPRID",2001,18,3,0.5,NA,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,NA,0.000760678403427313
18003,"FIPRONIL",2003,18,3,133.5,133.5,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.203101133715092,0.203101133715092
18003,"IMIDACLOPRID",2000,18,3,0.7,0.7,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.00106494976479824,0.00106494976479824
18003,"CLOTHIANIDIN",2009,18,3,463.8,463.8,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.705605287019175,0.705605287019175
18003,"CLOTHIANIDIN",2007,18,3,666.2,666.2,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,1.01352790472655,1.01352790472655
18003,"CLOTHIANIDIN",2008,18,3,509.1,509.1,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.77452275036969,0.77452275036969
18003,"IMIDACLOPRID",2010,18,3,1021.8,998.3,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,1.51877050028297,1.55452238524406
18003,"ACETAMIPRID",2005,18,3,0.4,0.4,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.00060854272274185,0.00060854272274185
18003,"FIPRONIL",2008,18,3,25.2,NA,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,NA,0.0383381915327366
18003,"IMIDACLOPRID",1999,18,3,0.1,0.1,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.000152135680685463,0.000152135680685463
18003,"FIPRONIL",2004,18,3,75.1,NA,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,NA,0.114253896194782
18003,"FIPRONIL",2007,18,3,22.9,NA,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,NA,0.0348390708769709
18003,"THIAMETHOXAM",2005,18,3,108.6,108.6,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.165219349224412,0.165219349224412
18003,"CLOTHIANIDIN",2011,18,3,434.5,434.5,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.661029532578335,0.661029532578335
18003,"FIPRONIL",2000,18,3,83.7,83.7,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.127337564733732,0.127337564733732
18003,"THIACLOPRID",2007,18,3,0.7,0.7,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.00106494976479824,0.00106494976479824
18003,"IMIDACLOPRID",1996,18,3,1.4,1.2,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.00182562816822555,0.00212989952959648
18003,"THIACLOPRID",2008,18,3,1,1,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.00152135680685463,0.00152135680685463
18003,"ACETAMIPRID",2008,18,3,0.1,0.1,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.000152135680685463,0.000152135680685463
18003,"FIPRONIL",2001,18,3,91.6,91.6,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.139356283507884,0.139356283507884
18003,"THIAMETHOXAM",2008,18,3,390.3,390.3,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.59378556171536,0.59378556171536
18003,"THIAMETHOXAM",2004,18,3,43.9,43.9,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.066787563820918,0.066787563820918
18003,"IMIDACLOPRID",2006,18,3,56.7,0.8,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.0012170854454837,0.0862609309486572
18003,"IMIDACLOPRID",2008,18,3,26.7,2.8,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.00425979905919295,0.0406202267430185
18003,"THIAMETHOXAM",2010,18,3,357.4,357.4,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.543732922769843,0.543732922769843
18003,"FIPRONIL",2005,18,3,14.4,NA,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,NA,0.0219075380187066
18003,"THIAMETHOXAM",2009,18,3,522.4,522.4,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.794756795900856,0.794756795900856
18003,"THIAMETHOXAM",2006,18,3,245.1,245.1,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.372884553360069,0.372884553360069
18003,"ACETAMIPRID",2010,18,3,0.8,0.8,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.0012170854454837,0.0012170854454837
18003,"FIPRONIL",2009,18,3,50.2,0.2,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.000304271361370925,0.0763721117041022
18003,"FIPRONIL",1999,18,3,10.6,10.6,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.016126382152659,0.016126382152659
18003,"FIPRONIL",2002,18,3,447.7,447.7,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.681111442428816,0.681111442428816
18003,"IMIDACLOPRID",2009,18,3,194.8,189.3,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.287992843537581,0.296360305975281
18003,"ACETAMIPRID",2009,18,3,0.8,0.8,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.0012170854454837,0.0012170854454837
18003,"ACETAMIPRID",2004,18,3,0.2,NA,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,NA,0.000304271361370925
18003,"FIPRONIL",1998,18,3,111.9,111.9,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.170239826687033,0.170239826687033
18003,"FIPRONIL",2006,18,3,35.4,35.4,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.0538560309626537,0.0538560309626537
18003,"THIACLOPRID",2006,18,3,1,1,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.00152135680685463,0.00152135680685463
18003,"CLOTHIANIDIN",2010,18,3,502,475.5,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.723405161659374,0.763721117041022
18003,"IMIDACLOPRID",2005,18,3,24.8,24.8,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.0377296488099947,0.0377296488099947
18003,"ACETAMIPRID",2006,18,3,0.4,0.4,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.00060854272274185,0.00060854272274185
18003,"CLOTHIANIDIN",2005,18,3,342.2,342.2,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.520608299305653,0.520608299305653
18003,"CLOTHIANIDIN",2006,18,3,357.3,357.3,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.543580787089158,0.543580787089158
18003,"THIACLOPRID",2004,18,3,2.2,2.2,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.00334698497508018,0.00334698497508018
18003,"ACETAMIPRID",2007,18,3,0.9,0.9,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.00136922112616916,0.00136922112616916
18003,"THIAMETHOXAM",2011,18,3,239.8,239.8,"IN",450402,"Allen County",355329,152184,1702419942,7028819,657.308,2.714,41.091855,-85.07223,0.364821362283739,0.364821362283739
18029,"ACETAMIPRID",2003,18,29,2.1,2.1,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.00688447845158245,0.00688447845158245
18029,"IMIDACLOPRID",2003,18,29,6,5.8,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.0190142738186563,0.0196699384330927
18029,"IMIDACLOPRID",1997,18,29,2.4,0.8,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.00262265845774569,0.00786797537323708
18029,"IMIDACLOPRID",2007,18,29,8,5.3,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.0173751122825652,0.0262265845774569
18029,"IMIDACLOPRID",1998,18,29,2.8,2.8,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.00917930460210993,0.00917930460210993
18029,"FIPRONIL",2003,18,29,5.2,NA,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,NA,0.017047279975347
18029,"ACETAMIPRID",2008,18,29,0.7,0.6,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.00196699384330927,0.00229482615052748
18029,"FIPRONIL",2008,18,29,2.7,NA,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,NA,0.00885147229489172
18029,"CLOTHIANIDIN",2006,18,29,16.6,16.6,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.0544201629982232,0.0544201629982232
18029,"IMIDACLOPRID",1999,18,29,3.4,3.4,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.0111462984454192,0.0111462984454192
18029,"THIAMETHOXAM",2007,18,29,36.4,36.4,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.119330959827429,0.119330959827429
18029,"IMIDACLOPRID",2004,18,29,3.8,1.9,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.00622881383714602,0.012457627674292
18029,"CLOTHIANIDIN",2009,18,29,38.1,38.1,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.124904109050139,0.124904109050139
18029,"IMIDACLOPRID",1995,18,29,1.9,0.4,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.00131132922887285,0.00622881383714602
18029,"CLOTHIANIDIN",2004,18,29,42.3,42.3,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.138673065953304,0.138673065953304
18029,"IMIDACLOPRID",2002,18,29,11,11,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.0360615537940033,0.0360615537940033
18029,"IMIDACLOPRID",2000,18,29,7,6.6,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.021636932276402,0.0229482615052748
18029,"IMIDACLOPRID",2001,18,29,10.5,7.5,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.0245874230413659,0.0344223922579122
18029,"FIPRONIL",2005,18,29,42.1,NA,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,NA,0.138017401338867
18029,"FIPRONIL",2004,18,29,5.7,NA,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,NA,0.0186864415114381
18029,"THIAMETHOXAM",2010,18,29,68.9,68.3,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.223909465830039,0.225876459673348
18029,"CLOTHIANIDIN",2011,18,29,93.4,93.4,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.30619537494181,0.30619537494181
18029,"IMIDACLOPRID",2011,18,29,88.8,85.8,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.281280119593226,0.291115088809772
18029,"THIAMETHOXAM",2009,18,29,18.7,18.2,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.0596654799137145,0.0613046414498056
18029,"FIPRONIL",2000,18,29,18.6,NA,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,NA,0.0609768091425874
18029,"IMIDACLOPRID",2010,18,29,55.2,54,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.177029445897834,0.180963433584453
18029,"FIPRONIL",1999,18,29,0.6,NA,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,NA,0.00196699384330927
18029,"FIPRONIL",2002,18,29,6.9,NA,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,NA,0.0226204291980566
18029,"FIPRONIL",2009,18,29,10.6,NA,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,NA,0.0347502245651304
18029,"THIAMETHOXAM",2004,18,29,4,NA,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,NA,0.0131132922887285
18029,"FIPRONIL",2001,18,29,12.1,NA,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,NA,0.0396677091734036
18029,"IMIDACLOPRID",2006,18,29,25.1,23,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.0754014306601887,0.0822859091117712
18029,"CLOTHIANIDIN",2008,18,29,26.6,26.6,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.0872033937200443,0.0872033937200443
18029,"THIAMETHOXAM",2002,18,29,0.6,NA,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,NA,0.00196699384330927
18029,"THIAMETHOXAM",2008,18,29,7.3,7.3,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.0239317584269295,0.0239317584269295
18029,"CLOTHIANIDIN",2007,18,29,93.5,93.5,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.306523207249028,0.306523207249028
18029,"THIAMETHOXAM",2005,18,29,59.6,59.6,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.195388055102054,0.195388055102054
18029,"ACETAMIPRID",2005,18,29,1.4,1.3,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.00426181999383675,0.00458965230105496
18029,"ACETAMIPRID",2009,18,29,3.6,NA,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,NA,0.0118019630598556
18029,"IMIDACLOPRID",1996,18,29,2.8,2.9,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.00950713690932814,0.00917930460210993
18029,"IMIDACLOPRID",2008,18,29,11.1,3.3,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.010818466138201,0.0363893861012215
18029,"THIAMETHOXAM",2006,18,29,23.4,23.4,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,0.0767127598890615,0.0767127598890615
18029,"FIPRONIL",2007,18,29,47.3,NA,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,NA,0.155064681314214
18029,"THIAMETHOXAM",2003,18,29,1.3,NA,"IN",450344,"Dearborn County",50047,20171,790033471,6168701,305.034,2.382,39.151491,-84.97346,NA,0.00426181999383675
