"GEOID","NAME","ALAND","INTPTLAT","INTPTLON","reclass","Class.prop","year"
39013,"Belmont",1378206782,40.0176819,-80.9677268,"agr",0.276486745274533,2001
39013,"Belmont",1378206782,40.0176819,-80.9677268,"forest",0.601792734448343,2001
39013,"Belmont",1378206782,40.0176819,-80.9677268,"grass_shrub",0.0273962163660083,2001
39013,"Belmont",1378206782,40.0176819,-80.9677268,"urb",0.0946959723420876,2001
39013,"Belmont",1378206782,40.0176819,-80.9677268,"wetlands",0.00144513686310816,2001
39015,"Brown",1269135577,38.9313769,-83.8667723,"agr",0.529661723266705,2001
39015,"Brown",1269135577,38.9313769,-83.8667723,"forest",0.373938765527272,2001
39015,"Brown",1269135577,38.9313769,-83.8667723,"grass_shrub",0.031756301552559,2001
39015,"Brown",1269135577,38.9313769,-83.8667723,"urb",0.0637069093203745,2001
39015,"Brown",1269135577,38.9313769,-83.8667723,"wetlands",0.000414141714269321,2001
39017,"Butler",1209637383,39.4397469,-84.5657341,"agr",0.478563326544979,2001
39017,"Butler",1209637383,39.4397469,-84.5657341,"forest",0.187991343408084,2001
39017,"Butler",1209637383,39.4397469,-84.5657341,"grass_shrub",0.0102430346056236,2001
39017,"Butler",1209637383,39.4397469,-84.5657341,"urb",0.31824387556461,2001
39017,"Butler",1209637383,39.4397469,-84.5657341,"wetlands",0.00192256856402494,2001
39019,"Carroll",1022031078,40.5798841,-81.090787,"agr",0.339544548173969,2001
39019,"Carroll",1022031078,40.5798841,-81.090787,"forest",0.565118866082951,2001
39019,"Carroll",1022031078,40.5798841,-81.090787,"grass_shrub",0.0209509732931395,2001
39019,"Carroll",1022031078,40.5798841,-81.090787,"urb",0.0686832995941914,2001
39019,"Carroll",1022031078,40.5798841,-81.090787,"wetlands",0.00281084006185698,2001
39021,"Champaign",1110247658,40.1327594,-83.7675425,"agr",0.810655776062255,2001
39021,"Champaign",1110247658,40.1327594,-83.7675425,"forest",0.10047817101047,2001
39021,"Champaign",1110247658,40.1327594,-83.7675425,"grass_shrub",0.0142079943791893,2001
39021,"Champaign",1110247658,40.1327594,-83.7675425,"urb",0.071634167130724,2001
39021,"Champaign",1110247658,40.1327594,-83.7675425,"wetlands",0.0011916330083533,2001
39023,"Clark",1029469489,39.9170315,-83.783676,"agr",0.720824778048928,2001
39023,"Clark",1029469489,39.9170315,-83.783676,"forest",0.0785625815999491,2001
39023,"Clark",1029469489,39.9170315,-83.783676,"grass_shrub",0.0194188048751774,2001
39023,"Clark",1029469489,39.9170315,-83.783676,"urb",0.176828973044881,2001
39023,"Clark",1029469489,39.9170315,-83.783676,"wetlands",0.00272503218061985,2001
39025,"Clermont",1170958545,39.0520838,-84.149614,"agr",0.319474787628549,2001
39025,"Clermont",1170958545,39.0520838,-84.149614,"forest",0.505533213441971,2001
39025,"Clermont",1170958545,39.0520838,-84.149614,"grass_shrub",0.0267572115164418,2001
39025,"Clermont",1170958545,39.0520838,-84.149614,"urb",0.148483193669803,2001
39025,"Clermont",1170958545,39.0520838,-84.149614,"wetlands",0.00235498509425725,2001
39027,"Clinton",1058488036,39.4290042,-83.7950485,"agr",0.776881794682084,2001
39027,"Clinton",1058488036,39.4290042,-83.7950485,"forest",0.147655836767043,2001
39027,"Clinton",1058488036,39.4290042,-83.7950485,"grass_shrub",0.00122950165825047,2001
39027,"Clinton",1058488036,39.4290042,-83.7950485,"urb",0.0774067375256905,2001
39027,"Clinton",1058488036,39.4290042,-83.7950485,"wetlands",0.000141146110144937,2001
39029,"Columbiana",1377695749,40.770073,-80.778455,"agr",0.386535836280274,2001
39029,"Columbiana",1377695749,40.770073,-80.778455,"forest",0.447283882572791,2001
39029,"Columbiana",1377695749,40.770073,-80.778455,"grass_shrub",0.0181103545183184,2001
39029,"Columbiana",1377695749,40.770073,-80.778455,"urb",0.139730566692088,2001
39029,"Columbiana",1377695749,40.770073,-80.778455,"wetlands",0.00349559957535338,2001
39031,"Coshocton",1460529055,40.2967096,-81.9301092,"agr",0.33958117886593,2001
39031,"Coshocton",1460529055,40.2967096,-81.9301092,"forest",0.561076287982267,2001
39031,"Coshocton",1460529055,40.2967096,-81.9301092,"grass_shrub",0.00906946566356442,2001
39031,"Coshocton",1460529055,40.2967096,-81.9301092,"urb",0.0778625766670299,2001
39031,"Coshocton",1460529055,40.2967096,-81.9301092,"wetlands",0.00583186730805637,2001
39033,"Crawford",1040619673,40.8485244,-82.9247827,"agr",0.802697479491454,2001
39033,"Crawford",1040619673,40.8485244,-82.9247827,"forest",0.0945654908492851,2001
39033,"Crawford",1040619673,40.8485244,-82.9247827,"grass_shrub",0.00663266980659741,2001
39033,"Crawford",1040619673,40.8485244,-82.9247827,"urb",0.0925287275953359,2001
39033,"Crawford",1040619673,40.8485244,-82.9247827,"wetlands",0.00108454400019209,2001
39035,"Cuyahoga",1184000466,41.760392,-81.7242168,"agr",0.00856113875950387,2001
39035,"Cuyahoga",1184000466,41.760392,-81.7242168,"forest",0.187107334437436,2001
39035,"Cuyahoga",1184000466,41.760392,-81.7242168,"grass_shrub",0.0126591751798593,2001
39035,"Cuyahoga",1184000466,41.760392,-81.7242168,"urb",0.772914667129836,2001
39035,"Cuyahoga",1184000466,41.760392,-81.7242168,"wetlands",0.0207264460575721,2001
39037,"Darke",1549120990,40.1315416,-84.6212483,"agr",0.857106528684401,2001
39037,"Darke",1549120990,40.1315416,-84.6212483,"forest",0.0503395655722532,2001
39037,"Darke",1549120990,40.1315416,-84.6212483,"grass_shrub",0.0136087110224758,2001
39037,"Darke",1549120990,40.1315416,-84.6212483,"urb",0.0783436250285962,2001
39037,"Darke",1549120990,40.1315416,-84.6212483,"wetlands",0.00133217103716432,2001
39039,"Defiance",1065671182,41.3216789,-84.4864334,"agr",0.793867260019071,2001
39039,"Defiance",1065671182,41.3216789,-84.4864334,"forest",0.078237307554156,2001
39039,"Defiance",1065671182,41.3216789,-84.4864334,"grass_shrub",0.00424296714291044,2001
39039,"Defiance",1065671182,41.3216789,-84.4864334,"urb",0.0894266132222333,2001
39039,"Defiance",1065671182,41.3216789,-84.4864334,"wetlands",0.0302311408932369,2001
39041,"Delaware",1147866798,40.2789411,-83.0074622,"agr",0.620465458814458,2001
39041,"Delaware",1147866798,40.2789411,-83.0074622,"forest",0.194994670749172,2001
39041,"Delaware",1147866798,40.2789411,-83.0074622,"grass_shrub",0.0107582022925555,2001
39041,"Delaware",1147866798,40.2789411,-83.0074622,"urb",0.168910283760706,2001
39041,"Delaware",1147866798,40.2789411,-83.0074622,"wetlands",0.00248471270790092,2001
39043,"Erie",651627581,41.5540061,-82.5258973,"agr",0.586688047462976,2001
39043,"Erie",651627581,41.5540061,-82.5258973,"forest",0.177731808875255,2001
39043,"Erie",651627581,41.5540061,-82.5258973,"grass_shrub",0.00454036679987381,2001
39043,"Erie",651627581,41.5540061,-82.5258973,"urb",0.199940515114492,2001
39043,"Erie",651627581,41.5540061,-82.5258973,"wetlands",0.0245016812583394,2001
39045,"Fairfield",1306416977,39.7526407,-82.6275691,"agr",0.606069332952529,2001
39045,"Fairfield",1306416977,39.7526407,-82.6275691,"forest",0.25834047881144,2001
39045,"Fairfield",1306416977,39.7526407,-82.6275691,"grass_shrub",0.00845921342771416,2001
39045,"Fairfield",1306416977,39.7526407,-82.6275691,"urb",0.124022995075956,2001
39045,"Fairfield",1306416977,39.7526407,-82.6275691,"wetlands",0.00264406394132803,2001
39047,"Fayette",1052458603,39.5552748,-83.4619451,"agr",0.882327466611153,2001
39047,"Fayette",1052458603,39.5552748,-83.4619451,"forest",0.0492179166424093,2001
39047,"Fayette",1052458603,39.5552748,-83.4619451,"grass_shrub",0.0032504091939501,2001
39047,"Fayette",1052458603,39.5552748,-83.4619451,"urb",0.063680142448272,2001
39047,"Fayette",1052458603,39.5552748,-83.4619451,"wetlands",0.000541307292757277,2001
39049,"Franklin",1378342340,39.9693838,-83.0072731,"agr",0.280521380466392,2001
39049,"Franklin",1378342340,39.9693838,-83.0072731,"forest",0.104435064216043,2001
39049,"Franklin",1378342340,39.9693838,-83.0072731,"grass_shrub",0.00830565031372858,2001
39049,"Franklin",1378342340,39.9693838,-83.0072731,"urb",0.604048660823751,2001
39049,"Franklin",1378342340,39.9693838,-83.0072731,"wetlands",0.0023833037456847,2001
39051,"Fulton",1050090668,41.5972639,-84.1242667,"agr",0.836621769211211,2001
39051,"Fulton",1050090668,41.5972639,-84.1242667,"forest",0.0580012781012613,2001
39051,"Fulton",1050090668,41.5972639,-84.1242667,"grass_shrub",0.00566865344684432,2001
39051,"Fulton",1050090668,41.5972639,-84.1242667,"urb",0.0895576964954797,2001
39051,"Fulton",1050090668,41.5972639,-84.1242667,"wetlands",0.0108967734991198,2001
39053,"Gallia",1208307625,38.8170456,-82.3017463,"agr",0.27300354684002,2001
39053,"Gallia",1208307625,38.8170456,-82.3017463,"forest",0.607623237882152,2001
39053,"Gallia",1208307625,38.8170456,-82.3017463,"grass_shrub",0.0431237779665334,2001
39053,"Gallia",1208307625,38.8170456,-82.3017463,"urb",0.0737549484290131,2001
39053,"Gallia",1208307625,38.8170456,-82.3017463,"wetlands",0.000810395716933612,2001
39055,"Geauga",1036429354,41.4993217,-81.1735054,"agr",0.253086553446692,2001
39055,"Geauga",1036429354,41.4993217,-81.1735054,"forest",0.489144421752178,2001
39055,"Geauga",1036429354,41.4993217,-81.1735054,"grass_shrub",0.0710906357192816,2001
39055,"Geauga",1036429354,41.4993217,-81.1735054,"urb",0.165776551023308,2001
39055,"Geauga",1036429354,41.4993217,-81.1735054,"wetlands",0.0194618506570479,2001
39057,"Greene",1071562187,39.6874785,-83.8948943,"agr",0.654772803141557,2001
39057,"Greene",1071562187,39.6874785,-83.8948943,"forest",0.11531198759899,2001
39057,"Greene",1071562187,39.6874785,-83.8948943,"grass_shrub",0.00820561501312591,2001
39057,"Greene",1071562187,39.6874785,-83.8948943,"urb",0.219151231996415,2001
39057,"Greene",1071562187,39.6874785,-83.8948943,"wetlands",0.00263805903339084,2001
39059,"Guernsey",1352631005,40.0566648,-81.497875,"agr",0.239483788023533,2001
39059,"Guernsey",1352631005,40.0566648,-81.497875,"forest",0.638263691611692,2001
39059,"Guernsey",1352631005,40.0566648,-81.497875,"grass_shrub",0.021233937329326,2001
39059,"Guernsey",1352631005,40.0566648,-81.497875,"urb",0.0936307981381492,2001
39059,"Guernsey",1352631005,40.0566648,-81.497875,"wetlands",0.0028657465007178,2001
39061,"Hamilton",1051304316,39.1969272,-84.5441868,"agr",0.0907063554493657,2001
39061,"Hamilton",1051304316,39.1969272,-84.5441868,"forest",0.333056526826897,2001
39061,"Hamilton",1051304316,39.1969272,-84.5441868,"grass_shrub",0.0173833088305144,2001
39061,"Hamilton",1051304316,39.1969272,-84.5441868,"urb",0.554016136904908,2001
39061,"Hamilton",1051304316,39.1969272,-84.5441868,"wetlands",0.00377868241790066,2001
39063,"Hancock",1376210269,41.0004711,-83.6660335,"agr",0.811606664008177,2001
39063,"Hancock",1376210269,41.0004711,-83.6660335,"forest",0.0590474963901173,2001
39063,"Hancock",1376210269,41.0004711,-83.6660335,"grass_shrub",0.0137830463049264,2001
39063,"Hancock",1376210269,41.0004711,-83.6660335,"urb",0.110585469117326,2001
39063,"Hancock",1376210269,41.0004711,-83.6660335,"wetlands",0.0027924467509032,2001
39065,"Hardin",1218342697,40.6604152,-83.6640773,"agr",0.843168759609913,2001
39065,"Hardin",1218342697,40.6604152,-83.6640773,"forest",0.0693962591720828,2001
39065,"Hardin",1218342697,40.6604152,-83.6640773,"grass_shrub",0.0144618015989852,2001
39065,"Hardin",1218342697,40.6604152,-83.6640773,"urb",0.0704548361599433,2001
39065,"Hardin",1218342697,40.6604152,-83.6640773,"wetlands",0.00157124441952503,2001
39067,"Harrison",1042034864,40.2923175,-81.0915651,"agr",0.249346910795893,2001
39067,"Harrison",1042034864,40.2923175,-81.0915651,"forest",0.648326151770121,2001
39067,"Harrison",1042034864,40.2923175,-81.0915651,"grass_shrub",0.0227629083774425,2001
39067,"Harrison",1042034864,40.2923175,-81.0915651,"urb",0.0723861350106271,2001
39067,"Harrison",1042034864,40.2923175,-81.0915651,"wetlands",0.00290031668872897,2001
39069,"Henry",1077461430,41.3315843,-84.0688996,"agr",0.868166414915901,2001
39069,"Henry",1077461430,41.3315843,-84.0688996,"forest",0.0400066488244525,2001
39069,"Henry",1077461430,41.3315843,-84.0688996,"grass_shrub",0.00563576280652638,2001
39069,"Henry",1077461430,41.3315843,-84.0688996,"urb",0.0812311636889103,2001
39069,"Henry",1077461430,41.3315843,-84.0688996,"wetlands",0.0033863024185057,2001
39071,"Highland",1432480000,39.1844221,-83.601359,"agr",0.606399408388121,2001
39071,"Highland",1432480000,39.1844221,-83.601359,"forest",0.30295561771217,2001
39071,"Highland",1432480000,39.1844221,-83.601359,"grass_shrub",0.0268243818386622,2001
39071,"Highland",1432480000,39.1844221,-83.601359,"urb",0.0612490575548815,2001
39071,"Highland",1432480000,39.1844221,-83.601359,"wetlands",0.000251311693066282,2001
39073,"Hocking",1091228737,39.4903425,-82.4834447,"agr",0.126845432515729,2001
39073,"Hocking",1091228737,39.4903425,-82.4834447,"forest",0.800849063551942,2001
39073,"Hocking",1091228737,39.4903425,-82.4834447,"grass_shrub",0.00836552872947482,2001
39073,"Hocking",1091228737,39.4903425,-82.4834447,"urb",0.0639047877892042,2001
39073,"Hocking",1091228737,39.4903425,-82.4834447,"wetlands",0.0005501141341378,2001
39075,"Holmes",1094355661,40.5653086,-81.9298686,"agr",0.529543803556465,2001
39075,"Holmes",1094355661,40.5653086,-81.9298686,"forest",0.378455991713012,2001
39075,"Holmes",1094355661,40.5653086,-81.9298686,"grass_shrub",0.0105645920634733,2001
39075,"Holmes",1094355661,40.5653086,-81.9298686,"urb",0.0742202479016302,2001
39075,"Holmes",1094355661,40.5653086,-81.9298686,"wetlands",0.00528476324146658,2001
39077,"Huron",1272965315,41.1450798,-82.594641,"agr",0.728293172389611,2001
39077,"Huron",1272965315,41.1450798,-82.594641,"forest",0.17201013395012,2001
39077,"Huron",1272965315,41.1450798,-82.594641,"grass_shrub",0.00217404112677098,2001
39077,"Huron",1272965315,41.1450798,-82.594641,"urb",0.0890338774424053,2001
39077,"Huron",1272965315,41.1450798,-82.594641,"wetlands",0.00671725682778897,2001
39079,"Jackson",1088581998,39.0134773,-82.614142,"agr",0.224080869617003,2001
39079,"Jackson",1088581998,39.0134773,-82.614142,"forest",0.635117087599611,2001
39079,"Jackson",1088581998,39.0134773,-82.614142,"grass_shrub",0.0529162275245382,2001
39079,"Jackson",1088581998,39.0134773,-82.614142,"urb",0.0793933562734189,2001
39079,"Jackson",1088581998,39.0134773,-82.614142,"wetlands",0.000352190621589433,2001
39081,"Jefferson",1057330552,40.3993836,-80.7635272,"agr",0.193957162051129,2001
39081,"Jefferson",1057330552,40.3993836,-80.7635272,"forest",0.662074618441804,2001
39081,"Jefferson",1057330552,40.3993836,-80.7635272,"grass_shrub",0.0190229852006226,2001
39081,"Jefferson",1057330552,40.3993836,-80.7635272,"urb",0.1177511633482,2001
39081,"Jefferson",1057330552,40.3993836,-80.7635272,"wetlands",0.000561777718574027,2001
39083,"Knox",1361054213,40.4036198,-82.4223929,"agr",0.556247059999623,2001
39083,"Knox",1361054213,40.4036198,-82.4223929,"forest",0.342094841496129,2001
39083,"Knox",1361054213,40.4036198,-82.4223929,"grass_shrub",0.0105456699562578,2001
39083,"Knox",1361054213,40.4036198,-82.4223929,"urb",0.0889908275045908,2001
39083,"Knox",1361054213,40.4036198,-82.4223929,"wetlands",0.00237786739169193,2001
39085,"Lake",590616708,41.9241163,-81.3926429,"agr",0.116308511912891,2001
39085,"Lake",590616708,41.9241163,-81.3926429,"forest",0.325869298718449,2001
39085,"Lake",590616708,41.9241163,-81.3926429,"grass_shrub",0.0409773825143693,2001
39085,"Lake",590616708,41.9241163,-81.3926429,"urb",0.525452983694422,2001
39085,"Lake",590616708,41.9241163,-81.3926429,"wetlands",0.00440701606789208,2001
39087,"Lawrence",1174224648,38.6038659,-82.5171856,"agr",0.137126929163172,2001
39087,"Lawrence",1174224648,38.6038659,-82.5171856,"forest",0.730640257818762,2001
39087,"Lawrence",1174224648,38.6038659,-82.5171856,"grass_shrub",0.0398143076312328,2001
39087,"Lawrence",1174224648,38.6038659,-82.5171856,"urb",0.0929682670097749,2001
39087,"Lawrence",1174224648,38.6038659,-82.5171856,"wetlands",0.00160039030386012,2001
39089,"Licking",1767646203,40.0936093,-82.4812506,"agr",0.507798138709279,2001
39089,"Licking",1767646203,40.0936093,-82.4812506,"forest",0.366377813755239,2001
39089,"Licking",1767646203,40.0936093,-82.4812506,"grass_shrub",0.0119802858825617,2001
39089,"Licking",1767646203,40.0936093,-82.4812506,"urb",0.11335040820982,2001
39089,"Licking",1767646203,40.0936093,-82.4812506,"wetlands",0.00243475253252911,2001
39091,"Logan",1187336852,40.3875532,-83.766343,"agr",0.738709847643345,2001
39091,"Logan",1187336852,40.3875532,-83.766343,"forest",0.141824462185776,2001
39091,"Logan",1187336852,40.3875532,-83.766343,"grass_shrub",0.00881774387967792,2001
39091,"Logan",1187336852,40.3875532,-83.766343,"urb",0.103128111906275,2001
39091,"Logan",1187336852,40.3875532,-83.766343,"wetlands",0.00386652725266372,2001
39093,"Lorain",1272001104,41.4388045,-82.179722,"agr",0.444543906494966,2001
39093,"Lorain",1272001104,41.4388045,-82.179722,"forest",0.214279990253043,2001
39093,"Lorain",1272001104,41.4388045,-82.179722,"grass_shrub",0.007086330018124,2001
39093,"Lorain",1272001104,41.4388045,-82.179722,"urb",0.252987650711041,2001
39093,"Lorain",1272001104,41.4388045,-82.179722,"wetlands",0.0807430614925085,2001
39095,"Lucas",882820607,41.6823213,-83.4689033,"agr",0.358516237084221,2001
39095,"Lucas",882820607,41.6823213,-83.4689033,"forest",0.121919590999791,2001
39095,"Lucas",882820607,41.6823213,-83.4689033,"grass_shrub",0.0177478337501139,2001
39095,"Lucas",882820607,41.6823213,-83.4689033,"urb",0.454285795929586,2001
39095,"Lucas",882820607,41.6823213,-83.4689033,"wetlands",0.0399160520455409,2001
39097,"Madison",1206604387,39.8966074,-83.4008847,"agr",0.893218258549426,2001
39097,"Madison",1206604387,39.8966074,-83.4008847,"forest",0.0359894355756016,2001
39097,"Madison",1206604387,39.8966074,-83.4008847,"grass_shrub",0.00803776492772399,2001
39097,"Madison",1206604387,39.8966074,-83.4008847,"urb",0.0595418172903207,2001
39097,"Madison",1206604387,39.8966074,-83.4008847,"wetlands",0.00130382452613786,2001
39099,"Mahoning",1065784635,41.0108798,-80.7703956,"agr",0.331273405816236,2001
39099,"Mahoning",1065784635,41.0108798,-80.7703956,"forest",0.319070231698226,2001
39099,"Mahoning",1065784635,41.0108798,-80.7703956,"grass_shrub",0.0313992542543732,2001
39099,"Mahoning",1065784635,41.0108798,-80.7703956,"urb",0.301183051975876,2001
39099,"Mahoning",1065784635,41.0108798,-80.7703956,"wetlands",0.0216787686635901,2001
39101,"Marion",1045726876,40.5880337,-83.1688034,"agr",0.810362940024986,2001
39101,"Marion",1045726876,40.5880337,-83.1688034,"forest",0.0653035980333654,2001
39101,"Marion",1045726876,40.5880337,-83.1688034,"grass_shrub",0.00901875935779796,2001
39101,"Marion",1045726876,40.5880337,-83.1688034,"urb",0.104217061684809,2001
39101,"Marion",1045726876,40.5880337,-83.1688034,"wetlands",0.00512947855448763,2001
39103,"Medina",1091401249,41.1161743,-81.8997641,"agr",0.453757874735708,2001
39103,"Medina",1091401249,41.1161743,-81.8997641,"forest",0.303839492257059,2001
39103,"Medina",1091401249,41.1161743,-81.8997641,"grass_shrub",0.013476013500765,2001
39103,"Medina",1091401249,41.1161743,-81.8997641,"urb",0.191231245064307,2001
39103,"Medina",1091401249,41.1161743,-81.8997641,"wetlands",0.0331408338381008,2001
39105,"Meigs",1113958701,39.0898068,-82.0283968,"agr",0.225412988632848,2001
39105,"Meigs",1113958701,39.0898068,-82.0283968,"forest",0.683105603378932,2001
39105,"Meigs",1113958701,39.0898068,-82.0283968,"grass_shrub",0.01345534540515,2001
39105,"Meigs",1113958701,39.0898068,-82.0283968,"urb",0.0730720430213754,2001
39105,"Meigs",1113958701,39.0898068,-82.0283968,"wetlands",0.000485568787588278,2001
39107,"Mercer",1197738377,40.5353325,-84.6320588,"agr",0.836863655643566,2001
39107,"Mercer",1197738377,40.5353325,-84.6320588,"forest",0.0435837291605989,2001
39107,"Mercer",1197738377,40.5353325,-84.6320588,"grass_shrub",0.0113328816799447,2001
39107,"Mercer",1197738377,40.5353325,-84.6320588,"urb",0.0897373068389946,2001
39107,"Mercer",1197738377,40.5353325,-84.6320588,"wetlands",0.00605191811764187,2001
39109,"Miami",1053028433,40.0533257,-84.2284135,"agr",0.777345066028588,2001
39109,"Miami",1053028433,40.0533257,-84.2284135,"forest",0.0727069016981963,2001
39109,"Miami",1053028433,40.0533257,-84.2284135,"grass_shrub",0.0161678201413516,2001
39109,"Miami",1053028433,40.0533257,-84.2284135,"urb",0.130848492255677,2001
39109,"Miami",1053028433,40.0533257,-84.2284135,"wetlands",0.0039349074340954,2001
39111,"Monroe",1180312387,39.7262398,-81.0909758,"agr",0.147433086791375,2001
39111,"Monroe",1180312387,39.7262398,-81.0909758,"forest",0.76193561385891,2001
39111,"Monroe",1180312387,39.7262398,-81.0909758,"grass_shrub",0.0162605536835723,2001
39111,"Monroe",1180312387,39.7262398,-81.0909758,"urb",0.0730211330810608,2001
39111,"Monroe",1180312387,39.7262398,-81.0909758,"wetlands",9.37888911174396e-05,2001
39113,"Montgomery",1195426480,39.7537357,-84.2905915,"agr",0.42139537309239,2001
39113,"Montgomery",1195426480,39.7537357,-84.2905915,"forest",0.112881491006393,2001
39113,"Montgomery",1195426480,39.7537357,-84.2905915,"grass_shrub",0.00520609270890192,2001
39113,"Montgomery",1195426480,39.7537357,-84.2905915,"urb",0.452136541203725,2001
39113,"Montgomery",1195426480,39.7537357,-84.2905915,"wetlands",0.00335102221942479,2001
39115,"Morgan",1078531297,39.6249463,-81.8616989,"agr",0.226607033473782,2001
39115,"Morgan",1078531297,39.6249463,-81.8616989,"forest",0.674677483501638,2001
39115,"Morgan",1078531297,39.6249463,-81.8616989,"grass_shrub",0.0294306010936283,2001
39115,"Morgan",1078531297,39.6249463,-81.8616989,"urb",0.0677707410989544,2001
39115,"Morgan",1078531297,39.6249463,-81.8616989,"wetlands",0.000492331924501424,2001
39117,"Morrow",1051881043,40.5252659,-82.7977288,"agr",0.661511735221268,2001
39117,"Morrow",1051881043,40.5252659,-82.7977288,"forest",0.257330522294986,2001
39117,"Morrow",1051881043,40.5252659,-82.7977288,"grass_shrub",0.00540827117867332,2001
39117,"Morrow",1051881043,40.5252659,-82.7977288,"urb",0.0703768292249003,2001
39117,"Morrow",1051881043,40.5252659,-82.7977288,"wetlands",0.00382711548524059,2001
39119,"Muskingum",1721322173,39.9660457,-81.9435064,"agr",0.303389209784626,2001
39119,"Muskingum",1721322173,39.9660457,-81.9435064,"forest",0.557160005907412,2001
39119,"Muskingum",1721322173,39.9660457,-81.9435064,"grass_shrub",0.0352817304237909,2001
39119,"Muskingum",1721322173,39.9660457,-81.9435064,"urb",0.0987066523855561,2001
39119,"Muskingum",1721322173,39.9660457,-81.9435064,"wetlands",0.00201090020910061,2001
39121,"Noble",1030847671,39.7672325,-81.4525117,"agr",0.183109404020485,2001
39121,"Noble",1030847671,39.7672325,-81.4525117,"forest",0.695901122132847,2001
39121,"Noble",1030847671,39.7672325,-81.4525117,"grass_shrub",0.0416806590788015,2001
39121,"Noble",1030847671,39.7672325,-81.4525117,"urb",0.0783856567397125,2001
39121,"Noble",1030847671,39.7672325,-81.4525117,"wetlands",0.000612899511380784,2001
39123,"Ottawa",660275573,41.5454953,-83.0126127,"agr",0.63445492291406,2001
39123,"Ottawa",660275573,41.5454953,-83.0126127,"forest",0.0367750942723345,2001
39123,"Ottawa",660275573,41.5454953,-83.0126127,"grass_shrub",0.0254962895880243,2001
39123,"Ottawa",660275573,41.5454953,-83.0126127,"urb",0.163378347288421,2001
39123,"Ottawa",660275573,41.5454953,-83.0126127,"wetlands",0.128647374430882,2001
39125,"Paulding",1078566338,41.1189196,-84.5822551,"agr",0.866362741558439,2001
39125,"Paulding",1078566338,41.1189196,-84.5822551,"forest",0.0405519387844261,2001
39125,"Paulding",1078566338,41.1189196,-84.5822551,"grass_shrub",0.00871568790080519,2001
39125,"Paulding",1078566338,41.1189196,-84.5822551,"urb",0.0714252500952821,2001
39125,"Paulding",1078566338,41.1189196,-84.5822551,"wetlands",0.00763676167239532,2001
39127,"Perry",1056682624,39.7431874,-82.2379525,"agr",0.319112140533009,2001
39127,"Perry",1056682624,39.7431874,-82.2379525,"forest",0.58375709290821,2001
39127,"Perry",1056682624,39.7431874,-82.2379525,"grass_shrub",0.0165616024038871,2001
39127,"Perry",1056682624,39.7431874,-82.2379525,"urb",0.0806812791213892,2001
39127,"Perry",1056682624,39.7431874,-82.2379525,"wetlands",0.0019853481719445,2001
