"SiteID","SeqID","duration","SiteDate","Week","mean.temp","mean.cloud","mean.wind","start.hour","ord.date","num.species","CommonName","Total","Num.Obs","Longitude","Latitude","mean.500","std.500"
"10",12016,20,2007-07-20,16,78,45,16.5,14,201,7,"Cabbage White",26,1,-83.68,41.67,29.579693,17.582337
"10",12018,15,2007-08-17,20,77,0,13,13,229,2,"Cabbage White",3,1,-83.68,41.67,29.579693,17.582337
"10",12017,20,2007-08-04,18,78,90,13,15,216,3,"Cabbage White",30,1,-83.68,41.67,29.579693,17.582337
"10",12017,20,2007-08-04,18,78,90,13,15,216,3,"Monarch",3,1,-83.68,41.67,29.579693,17.582337
"10",12017,20,2007-08-04,18,78,90,13,15,216,3,"Spring/Summer Azure",2,1,-83.68,41.67,29.579693,17.582337
"10",12019,40,2007-08-25,21,80,100,9,14,237,5,"Little Wood Satyr",2,1,-83.68,41.67,29.579693,17.582337
"101",12221,145,2007-04-27,4,75,NA,6,12,117,2,"Cabbage White",33,1,-81.850496,41.042106,0.582944,3.986559
"101",12220,115,2007-04-24,4,64.5,NA,8,14,114,3,"Spring/Summer Azure",50,1,-81.850496,41.042106,0.582944,3.986559
"101",12222,110,2007-05-03,5,59,NA,15,13,123,4,"Red Admiral",73,1,-81.850496,41.042106,0.582944,3.986559
"101",12221,145,2007-04-27,4,75,NA,6,12,117,2,"Spring/Summer Azure",14,1,-81.850496,41.042106,0.582944,3.986559
"101",12222,110,2007-05-03,5,59,NA,15,13,123,4,"Question Mark",2,1,-81.850496,41.042106,0.582944,3.986559
"101",12222,110,2007-05-03,5,59,NA,15,13,123,4,"Cabbage White",30,1,-81.850496,41.042106,0.582944,3.986559
"101",12223,115,2007-05-10,6,70.5,NA,7,13,130,6,"Orange Sulphur",6,1,-81.850496,41.042106,0.582944,3.986559
"101",12223,115,2007-05-10,6,70.5,NA,7,13,130,6,"Cabbage White",106,1,-81.850496,41.042106,0.582944,3.986559
"101",12223,115,2007-05-10,6,70.5,NA,7,13,130,6,"Pearl Crescent",2,1,-81.850496,41.042106,0.582944,3.986559
"101",12223,115,2007-05-10,6,70.5,NA,7,13,130,6,"Red Admiral",337,1,-81.850496,41.042106,0.582944,3.986559
"101",12224,120,2007-05-18,7,62.5,NA,10,12,138,6,"Orange Sulphur",2,1,-81.850496,41.042106,0.582944,3.986559
"101",12224,120,2007-05-18,7,62.5,NA,10,12,138,6,"Black Swallowtail",2,1,-81.850496,41.042106,0.582944,3.986559
"101",12224,120,2007-05-18,7,62.5,NA,10,12,138,6,"Red Admiral",136,1,-81.850496,41.042106,0.582944,3.986559
"101",12224,120,2007-05-18,7,62.5,NA,10,12,138,6,"Pearl Crescent",5,1,-81.850496,41.042106,0.582944,3.986559
"101",12224,120,2007-05-18,7,62.5,NA,10,12,138,6,"Cabbage White",20,1,-81.850496,41.042106,0.582944,3.986559
"101",12224,120,2007-05-18,7,62.5,NA,10,12,138,6,"Clouded Sulphur",5,1,-81.850496,41.042106,0.582944,3.986559
"101",12225,140,2007-05-23,8,86,NA,7,14,143,12,"Orange Sulphur",4,1,-81.850496,41.042106,0.582944,3.986559
"101",12225,140,2007-05-23,8,86,NA,7,14,143,12,"Clouded Sulphur",21,1,-81.850496,41.042106,0.582944,3.986559
"101",12225,140,2007-05-23,8,86,NA,7,14,143,12,"Black Swallowtail",16,1,-81.850496,41.042106,0.582944,3.986559
"101",12225,140,2007-05-23,8,86,NA,7,14,143,12,"Eastern Tiger Swallowtail",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12225,140,2007-05-23,8,86,NA,7,14,143,12,"Zabulon Skipper",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12219,115,2007-04-01,1,68,45,2,15,91,1,"Spring/Summer Azure",59,1,-81.850496,41.042106,0.582944,3.986559
"101",12220,115,2007-04-24,4,64.5,NA,8,14,114,3,"Cabbage White",5,1,-81.850496,41.042106,0.582944,3.986559
"101",12220,115,2007-04-24,4,64.5,NA,8,14,114,3,"Eastern Tailed Blue",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12226,150,2007-05-31,9,83,NA,7,11,151,17,"Viceroy",4,1,-81.850496,41.042106,0.582944,3.986559
"101",12226,150,2007-05-31,9,83,NA,7,11,151,17,"Orange Sulphur",21,1,-81.850496,41.042106,0.582944,3.986559
"101",12226,150,2007-05-31,9,83,NA,7,11,151,17,"Little Wood Satyr",4,1,-81.850496,41.042106,0.582944,3.986559
"101",12226,150,2007-05-31,9,83,NA,7,11,151,17,"Red Admiral",24,1,-81.850496,41.042106,0.582944,3.986559
"101",12226,150,2007-05-31,9,83,NA,7,11,151,17,"Pearl Crescent",2,1,-81.850496,41.042106,0.582944,3.986559
"101",12226,150,2007-05-31,9,83,NA,7,11,151,17,"Zabulon Skipper",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12226,150,2007-05-31,9,83,NA,7,11,151,17,"Question Mark",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12226,150,2007-05-31,9,83,NA,7,11,151,17,"Hobomok Skipper",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12227,140,2007-06-03,10,84,NA,7.5,14,154,16,"Black Swallowtail",21,1,-81.850496,41.042106,0.582944,3.986559
"101",12227,140,2007-06-03,10,84,NA,7.5,14,154,16,"Least Skipper",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12227,140,2007-06-03,10,84,NA,7.5,14,154,16,"Red Admiral",10,1,-81.850496,41.042106,0.582944,3.986559
"101",12227,140,2007-06-03,10,84,NA,7.5,14,154,16,"Silver-spotted Skipper",14,1,-81.850496,41.042106,0.582944,3.986559
"101",12227,140,2007-06-03,10,84,NA,7.5,14,154,16,"Zabulon Skipper",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12227,140,2007-06-03,10,84,NA,7.5,14,154,16,"Orange Sulphur",38,1,-81.850496,41.042106,0.582944,3.986559
"101",12227,140,2007-06-03,10,84,NA,7.5,14,154,16,"Eastern Tiger Swallowtail",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12227,140,2007-06-03,10,84,NA,7.5,14,154,16,"Spring/Summer Azure",10,1,-81.850496,41.042106,0.582944,3.986559
"101",12227,140,2007-06-03,10,84,NA,7.5,14,154,16,"Little Wood Satyr",13,1,-81.850496,41.042106,0.582944,3.986559
"101",12227,140,2007-06-03,10,84,NA,7.5,14,154,16,"Cabbage White",99,1,-81.850496,41.042106,0.582944,3.986559
"101",12227,140,2007-06-03,10,84,NA,7.5,14,154,16,"Peck's Skipper",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12227,140,2007-06-03,10,84,NA,7.5,14,154,16,"Hobomok Skipper",4,1,-81.850496,41.042106,0.582944,3.986559
"101",12227,140,2007-06-03,10,84,NA,7.5,14,154,16,"Clouded Sulphur",4,1,-81.850496,41.042106,0.582944,3.986559
"101",12227,140,2007-06-03,10,84,NA,7.5,14,154,16,"Viceroy",4,1,-81.850496,41.042106,0.582944,3.986559
"101",12227,140,2007-06-03,10,84,NA,7.5,14,154,16,"Question Mark",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12227,140,2007-06-03,10,84,NA,7.5,14,154,16,"Red-spotted Purple",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12228,190,2007-06-10,11,72.5,NA,8,12,161,15,"Monarch",4,1,-81.850496,41.042106,0.582944,3.986559
"101",12228,190,2007-06-10,11,72.5,NA,8,12,161,15,"Hobomok Skipper",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12228,190,2007-06-10,11,72.5,NA,8,12,161,15,"Silver-spotted Skipper",8,1,-81.850496,41.042106,0.582944,3.986559
"101",12228,190,2007-06-10,11,72.5,NA,8,12,161,15,"Viceroy",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12228,190,2007-06-10,11,72.5,NA,8,12,161,15,"Spicebush Swallowtail",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12228,190,2007-06-10,11,72.5,NA,8,12,161,15,"Clouded Sulphur",7,1,-81.850496,41.042106,0.582944,3.986559
"101",12228,190,2007-06-10,11,72.5,NA,8,12,161,15,"Least Skipper",39,1,-81.850496,41.042106,0.582944,3.986559
"101",12228,190,2007-06-10,11,72.5,NA,8,12,161,15,"Peck's Skipper",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12228,190,2007-06-10,11,72.5,NA,8,12,161,15,"Question Mark",4,1,-81.850496,41.042106,0.582944,3.986559
"101",12228,190,2007-06-10,11,72.5,NA,8,12,161,15,"Painted Lady",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12228,190,2007-06-10,11,72.5,NA,8,12,161,15,"Orange Sulphur",47,1,-81.850496,41.042106,0.582944,3.986559
"101",12228,190,2007-06-10,11,72.5,NA,8,12,161,15,"Cabbage White",583,1,-81.850496,41.042106,0.582944,3.986559
"101",12228,190,2007-06-10,11,72.5,NA,8,12,161,15,"Red Admiral",10,1,-81.850496,41.042106,0.582944,3.986559
"101",12228,190,2007-06-10,11,72.5,NA,8,12,161,15,"Black Swallowtail",5,1,-81.850496,41.042106,0.582944,3.986559
"101",12228,190,2007-06-10,11,72.5,NA,8,12,161,15,"Spring/Summer Azure",17,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Clouded Sulphur",18,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Orange Sulphur",59,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Question Mark",2,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Spring/Summer Azure",14,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Cabbage White",883,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"European Skipper",16,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Dun Skipper",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Monarch",6,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Silver-spotted Skipper",6,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Black Swallowtail",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Red Admiral",131,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Little Wood Satyr",9,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Hobomok Skipper",2,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Zabulon Skipper",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Least Skipper",32,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Viceroy",2,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Eastern Tiger Swallowtail",4,1,-81.850496,41.042106,0.582944,3.986559
"101",12229,165,2007-06-16,11,79,5,6,13,167,18,"Peck's Skipper",2,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"Spring/Summer Azure",19,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"Hobomok Skipper",2,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"Silver-spotted Skipper",9,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"Eastern Comma",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"Eastern Tiger Swallowtail",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"Least Skipper",54,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"Question Mark",8,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"Viceroy",2,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"Red Admiral",2120,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"Zabulon Skipper",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"Clouded Sulphur",34,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"Monarch",4,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"European Skipper",8,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"Orange Sulphur",94,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"Black Swallowtail",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"Cabbage White",1612,1,-81.850496,41.042106,0.582944,3.986559
"101",12230,45,2007-06-20,12,74.5,NA,8,13,171,17,"American Snout Butterfly",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12231,195,2007-06-29,13,72.5,50,8,13,180,17,"Spring/Summer Azure",4,1,-81.850496,41.042106,0.582944,3.986559
"101",12231,195,2007-06-29,13,72.5,50,8,13,180,17,"Dun Skipper",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12231,195,2007-06-29,13,72.5,50,8,13,180,17,"Silver-spotted Skipper",23,1,-81.850496,41.042106,0.582944,3.986559
"101",12231,195,2007-06-29,13,72.5,50,8,13,180,17,"Wild Indigo Duskywing",19,1,-81.850496,41.042106,0.582944,3.986559
"101",12231,195,2007-06-29,13,72.5,50,8,13,180,17,"Clouded Sulphur",51,1,-81.850496,41.042106,0.582944,3.986559
"101",12231,195,2007-06-29,13,72.5,50,8,13,180,17,"Black Swallowtail",33,1,-81.850496,41.042106,0.582944,3.986559
"101",12231,195,2007-06-29,13,72.5,50,8,13,180,17,"Red Admiral",897,1,-81.850496,41.042106,0.582944,3.986559
"101",12231,195,2007-06-29,13,72.5,50,8,13,180,17,"Cabbage White",965,1,-81.850496,41.042106,0.582944,3.986559
"101",12231,195,2007-06-29,13,72.5,50,8,13,180,17,"Question Mark",6,1,-81.850496,41.042106,0.582944,3.986559
"101",12231,195,2007-06-29,13,72.5,50,8,13,180,17,"European Skipper",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12231,195,2007-06-29,13,72.5,50,8,13,180,17,"Viceroy",2,1,-81.850496,41.042106,0.582944,3.986559
"101",12231,195,2007-06-29,13,72.5,50,8,13,180,17,"Painted Lady",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12231,195,2007-06-29,13,72.5,50,8,13,180,17,"Great Spangled Fritillary",9,1,-81.850496,41.042106,0.582944,3.986559
"101",12222,110,2007-05-03,5,59,NA,15,13,123,4,"Clouded Sulphur",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12223,115,2007-05-10,6,70.5,NA,7,13,130,6,"Wild Indigo Duskywing",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12223,115,2007-05-10,6,70.5,NA,7,13,130,6,"Clouded Sulphur",5,1,-81.850496,41.042106,0.582944,3.986559
"101",12231,195,2007-06-29,13,72.5,50,8,13,180,17,"Orange Sulphur",95,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"Clouded Sulphur",39,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"Eastern Tiger Swallowtail",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"Monarch",4,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"Great Spangled Fritillary",24,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"Spring/Summer Azure",5,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"Orange Sulphur",113,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"American Snout Butterfly",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"Pearl Crescent",21,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"Red Admiral",50,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"Cabbage White",845,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"Silver-spotted Skipper",17,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"Black Swallowtail",51,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"Wild Indigo Duskywing",24,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"Question Mark",2,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"European Skipper",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"Common Buckeye",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"Peck's Skipper",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12233,185,2007-07-05,14,81,32.5,9.5,12,186,18,"Zabulon Skipper",2,1,-81.850496,41.042106,0.582944,3.986559
"101",12234,180,2007-07-12,15,77,10,13,12,193,15,"Red Admiral",5,1,-81.850496,41.042106,0.582944,3.986559
"101",12234,180,2007-07-12,15,77,10,13,12,193,15,"Viceroy",26,1,-81.850496,41.042106,0.582944,3.986559
"101",12234,180,2007-07-12,15,77,10,13,12,193,15,"Northern Broken-Dash",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12234,180,2007-07-12,15,77,10,13,12,193,15,"Eastern Tailed Blue",2,1,-81.850496,41.042106,0.582944,3.986559
"101",12234,180,2007-07-12,15,77,10,13,12,193,15,"Cabbage White",562,1,-81.850496,41.042106,0.582944,3.986559
"101",12234,180,2007-07-12,15,77,10,13,12,193,15,"Silver-spotted Skipper",12,1,-81.850496,41.042106,0.582944,3.986559
"101",12234,180,2007-07-12,15,77,10,13,12,193,15,"Great Spangled Fritillary",6,1,-81.850496,41.042106,0.582944,3.986559
"101",12234,180,2007-07-12,15,77,10,13,12,193,15,"Black Swallowtail",67,1,-81.850496,41.042106,0.582944,3.986559
"101",12234,180,2007-07-12,15,77,10,13,12,193,15,"Pearl Crescent",7,1,-81.850496,41.042106,0.582944,3.986559
"101",12234,180,2007-07-12,15,77,10,13,12,193,15,"Eastern Comma",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12234,180,2007-07-12,15,77,10,13,12,193,15,"Question Mark",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12234,180,2007-07-12,15,77,10,13,12,193,15,"Wild Indigo Duskywing",15,1,-81.850496,41.042106,0.582944,3.986559
"101",12234,180,2007-07-12,15,77,10,13,12,193,15,"Monarch",35,1,-81.850496,41.042106,0.582944,3.986559
"101",12234,180,2007-07-12,15,77,10,13,12,193,15,"Clouded Sulphur",8,1,-81.850496,41.042106,0.582944,3.986559
"101",12234,180,2007-07-12,15,77,10,13,12,193,15,"Orange Sulphur",65,1,-81.850496,41.042106,0.582944,3.986559
"101",12235,175,2007-07-15,16,75,35,8,13,196,19,"Viceroy",32,1,-81.850496,41.042106,0.582944,3.986559
"101",12235,175,2007-07-15,16,75,35,8,13,196,19,"Orange Sulphur",66,1,-81.850496,41.042106,0.582944,3.986559
"101",12235,175,2007-07-15,16,75,35,8,13,196,19,"Painted Lady",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12235,175,2007-07-15,16,75,35,8,13,196,19,"Spring/Summer Azure",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12235,175,2007-07-15,16,75,35,8,13,196,19,"Silver-spotted Skipper",13,1,-81.850496,41.042106,0.582944,3.986559
"101",12235,175,2007-07-15,16,75,35,8,13,196,19,"European Skipper",3,1,-81.850496,41.042106,0.582944,3.986559
"101",12235,175,2007-07-15,16,75,35,8,13,196,19,"Pearl Crescent",22,1,-81.850496,41.042106,0.582944,3.986559
"101",12235,175,2007-07-15,16,75,35,8,13,196,19,"Eastern Tiger Swallowtail",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12235,175,2007-07-15,16,75,35,8,13,196,19,"Cabbage White",1330,1,-81.850496,41.042106,0.582944,3.986559
"101",12235,175,2007-07-15,16,75,35,8,13,196,19,"Common Buckeye",1,1,-81.850496,41.042106,0.582944,3.986559
"101",12235,175,2007-07-15,16,75,35,8,13,196,19,"Clouded Sulphur",6,1,-81.850496,41.042106,0.582944,3.986559
