Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,CONTRA COSTA,13,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (TENANT),"7,352",14.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,CONTRA COSTA,13,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (FULL OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)",206,17.2
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,CONTRA COSTA,13,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (PART OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)",400,19.8
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,CONTRA COSTA,13,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (TENANT) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)",29,70.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,LAKE,33,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (GENDER = FEMALE)","1,964",18.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,LAKE,33,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (FULL OWNER),"16,475",5
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,LAKE,33,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (PART OWNER),"5,789",8.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,LAKE,33,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (TENANT),"1,911",14.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,LAKE,33,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (FULL OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)","1,747",17.2
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,LAKE,33,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (PART OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)",217,19.8
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MARIN,41,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (GENDER = FEMALE)","1,116",18.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MARIN,41,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (FULL OWNER),901,5
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MARIN,41,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (PART OWNER),"4,294",8.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MARIN,41,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (TENANT),"2,673",14.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MARIN,41,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (FULL OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)", (D),(D)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MARIN,41,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (PART OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)", (D),(D)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MARIN,41,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (TENANT) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)",670,70.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (GENDER = FEMALE)","11,047",18.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (FULL OWNER),"64,249",5
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (PART OWNER),"118,090",8.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (TENANT),"100,355",14.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (FULL OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)","1,056",17.2
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (PART OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)","9,361",19.8
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (TENANT) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)",630,70.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,NAPA,55,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (GENDER = FEMALE)","3,677",18.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,NAPA,55,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (FULL OWNER),"28,222",5
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,NAPA,55,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (PART OWNER),"22,614",8.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,NAPA,55,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (TENANT),"1,344",14.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,NAPA,55,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (FULL OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)", (D),(D)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,NAPA,55,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (PART OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)", (D),(D)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,NAPA,55,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (TENANT) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)", (D),(D)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (GENDER = FEMALE)","4,032",18.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (FULL OWNER),"8,213",5
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (PART OWNER),"10,451",8.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (TENANT),"5,352",14.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (FULL OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)",702,17.2
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (PART OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)","3,175",19.8
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (TENANT) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)",155,70.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN FRANCISCO,75,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (GENDER = FEMALE)", (D),(D)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN FRANCISCO,75,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (FULL OWNER), (D),(D)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN FRANCISCO,75,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (FULL OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)", (D),(D)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN LUIS OBISPO,79,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (GENDER = FEMALE)","5,705",18.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN LUIS OBISPO,79,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (FULL OWNER),"50,443",5
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN LUIS OBISPO,79,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (PART OWNER),"39,715",8.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN LUIS OBISPO,79,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (TENANT),"22,983",14.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN LUIS OBISPO,79,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (FULL OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)","4,794",17.2
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN LUIS OBISPO,79,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (PART OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)", (D),(D)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN LUIS OBISPO,79,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (TENANT) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)", (D),(D)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN MATEO,81,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (GENDER = FEMALE)",452,18.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN MATEO,81,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (FULL OWNER),"1,984",5
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN MATEO,81,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (PART OWNER),"1,210",8.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN MATEO,81,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (TENANT),839,14.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN MATEO,81,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (FULL OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)",352,17.2
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN MATEO,81,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (PART OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)", (D),(D)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN MATEO,81,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (TENANT) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)", (D),(D)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CLARA,85,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (GENDER = FEMALE)","1,003",18.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CLARA,85,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (FULL OWNER),"9,022",5
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CLARA,85,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (PART OWNER),"7,519",8.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CLARA,85,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (TENANT),"6,587",14.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CLARA,85,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (FULL OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)",446,17.2
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CLARA,85,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (PART OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)", (D),(D)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CLARA,85,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (TENANT) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)", (D),(D)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CRUZ,87,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (GENDER = FEMALE)",957,18.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CRUZ,87,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (FULL OWNER),"3,116",5
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CRUZ,87,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (PART OWNER),"18,922",8.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CRUZ,87,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (TENANT),"7,862",14.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CRUZ,87,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (FULL OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)",637,17.2
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CRUZ,87,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (PART OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)",132,19.8
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CRUZ,87,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (TENANT) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)",188,70.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SONOMA,97,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (GENDER = FEMALE)","5,587",18.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SONOMA,97,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (FULL OWNER),"41,644",5
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SONOMA,97,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (PART OWNER),"40,146",8.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SONOMA,97,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (TENANT),"9,517",14.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SONOMA,97,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (FULL OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)","4,006",17.2
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SONOMA,97,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (PART OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)",990,19.8
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SONOMA,97,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (TENANT) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)",591,70.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,LASSEN,35,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (GENDER = FEMALE)","1,919",18.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,LASSEN,35,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (FULL OWNER),"15,840",5
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,LASSEN,35,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (PART OWNER),"22,693",8.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,LASSEN,35,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (TENANT),"1,649",14.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,LASSEN,35,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (FULL OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)",916,17.2
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,LASSEN,35,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (PART OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)", (D),(D)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,LASSEN,35,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (TENANT) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)", (D),(D)
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,MODOC,49,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (GENDER = FEMALE)","6,320",18.6
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,MODOC,49,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (FULL OWNER),"70,648",5
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,MODOC,49,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (PART OWNER),"50,797",8.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,MODOC,49,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",TENURE,TENURE: (TENANT),"1,563",14.3
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,MODOC,49,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (FULL OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)","4,544",17.2
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,MODOC,49,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","TENURE AND OPERATORS, PRINCIPAL","TENURE: (PART OWNER) AND OPERATORS, PRINCIPAL: (GENDER = FEMALE)","1,776",19.8
CENSUS,2012,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,PLUMAS,63,,,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (GENDER = FEMALE)",8,18.6
